geometry,name,amenity,public_transport,railway,highway,stars,internet_access,brand,operator,cuisine,rooms,opening_hours,wheelchair,addr:street,addr:housenumber,addr:postcode,lon,lat
POINT (-3.6685351 40.4784987),,,stop_position,,,,,,,,,,,,,,-3.6685351,40.4784987
POINT (-3.7132548 40.4267691),Ventura Rodríguez,,stop_position,stop,,,,,Metro de Madrid,,,,yes,,,,-3.7132548,40.4267691
POINT (-3.7093262 40.4188562),Room Mate Mario Hotel,,,,,2,wlan,Room Mate,Room Mate,,,,,Calle de Campomanes,4,28013,-3.7093262,40.4188562
POINT (-3.7120365 40.4464716),Guzmán el Bueno,,stop_position,stop,,,,,Metro de Madrid,,,,yes,,,,-3.7120365,40.4464716
POINT (-3.694953 40.3801369),,,stop_position,,,,,,,,,,,,,,-3.694953,40.3801369
POINT (-3.6943222 40.3699785),San Fermín-Orcasur,,stop_position,stop,,,,,Metro de Madrid,,,,,,,,-3.6943222,40.3699785
POINT (-3.7554651 40.3951633),,,stop_position,,,,,,,,,,,,,,-3.7554651,40.3951633
POINT (-3.7049818 40.4164064),McDonald's,fast_food,,,,,wlan,McDonald's,McDonald's,burger,,,no,,,,-3.7049818,40.4164064
POINT (-3.6492904 40.4010239),Mediterráneo-Arroyo Fontarrón,,stop_position,,,,,,,,,,,,,,-3.6492904,40.4010239
POINT (-3.6857136 40.4444157),,,stop_position,,,,,,,,,,,,,,-3.6857136,40.4444157
POINT (-3.6862387 40.4382825),,,stop_position,,,,,,,,,,,,,,-3.6862387,40.4382825
POINT (-3.6160737 40.464133),Feria de Madrid,,stop_position,,,,,,,,,,,,,,-3.6160737,40.464133
POINT (-3.5893282 40.4621841),,,stop_position,,,,,,,,,,,,,,-3.5893282,40.4621841
POINT (-3.5879479 40.4629404),,,stop_position,,,,,,,,,,,,,,-3.5879479,40.4629404
POINT (-3.6009618 40.4338228),Estadio Metropolitano,,stop_position,stop,,,,,Metro de Madrid,,,,yes,,,,-3.6009618,40.4338228
POINT (-3.6096063 40.4483619),,,stop_position,,,,,,,,,,,,,,-3.6096063,40.4483619
POINT (-3.8312429 40.4729555),,,stop_position,,,,,,,,,,,,,,-3.8312429,40.4729555
POINT (-3.68959 40.40672),,,stop_position,,,,,,,,,,,,,,-3.68959,40.40672
POINT (-3.689951 40.4061803),,,stop_position,,,,,,,,,,,,,,-3.689951,40.4061803
POINT (-3.6924091 40.4002083),Delicias,,stop_position,stop,,,,,,,,,,,,,-3.6924091,40.4002083
POINT (-3.6781057 40.4075337),,,stop_position,,,,,,,,,,,,,,-3.6781057,40.4075337
POINT (-3.6681135 40.4066667),Av. Mediterráneo - Conde de Casal,,stop_position,,,,,,,,,,,,,,-3.6681135,40.4066667
POINT (-3.7839955 40.4613361),,,stop_position,,,,,,,,,,,,,,-3.7839955,40.4613361
POINT (-3.7622855 40.4492606),,,stop_position,,,,,,,,,,,,,,-3.7622855,40.4492606
POINT (-3.7847344 40.4613088),,,stop_position,,,,,,,,,,,,,,-3.7847344,40.4613088
POINT (-3.7902162 40.4605325),,,stop_position,,,,,,,,,,,,,,-3.7902162,40.4605325
POINT (-3.6262193 40.3834468),,,stop_position,,,,,,,,,,,,,,-3.6262193,40.3834468
POINT (-3.624992 40.3840125),,,stop_position,,,,,,,,,,,,,,-3.624992,40.3840125
POINT (-3.6552787 40.466809),,,stop_position,,,,,,,,,,,,,,-3.6552787,40.466809
POINT (-3.6551895 40.4667221),,,stop_position,,,,,,,,,,,,,,-3.6551895,40.4667221
POINT (-3.5886311 40.443172),,,stop_position,,,,,,,,,,,,,,-3.5886311,40.443172
POINT (-3.7263525 40.4955005),Pitis vía 3,,stop_position,stop,,,,,,,,,,,,,-3.7263525,40.4955005
POINT (-3.6855679 40.4668258),,,stop_position,,,,,,,,,,,,,,-3.6855679,40.4668258
POINT (-3.6726867 40.4665171),,,stop_position,,,,,,,,,,,,,,-3.6726867,40.4665171
POINT (-3.6491892 40.3828854),,,stop_position,,,,,,,,,,,,,,-3.6491892,40.3828854
POINT (-3.6870082 40.4834485),Begoña,,,subway_entrance,,,,,,,,,,,,,-3.6870082,40.4834485
POINT (-3.6840106 40.4854526),,,stop_position,,,,,,,,,,,,,,-3.6840106,40.4854526
POINT (-3.7598842 40.3868162),,,stop_position,,,,,,,,,,,,,,-3.7598842,40.3868162
POINT (-3.7726561 40.3937013),,,stop_position,,,,,,,,,,,,,,-3.7726561,40.3937013
POINT (-3.7264367 40.478747),,,stop_position,,,,,,,,,,,,,,-3.7264367,40.478747
POINT (-3.7503969 40.4688362),,,stop_position,,,,,,,,,,,,,,-3.7503969,40.4688362
POINT (-3.7356815 40.4730689),,,stop_position,,,,,,,,,,,,,,-3.7356815,40.4730689
POINT (-3.7682027 40.39441),,,stop_position,,,,,,,,,,,,,,-3.7682027,40.39441
POINT (-3.768238 40.394697),Campamento,,stop_position,stop,,,,,Metro de Madrid,,,,no,,,,-3.768238,40.394697
POINT (-3.7600611 40.3854082),Intercambiador de Aluche,,stop_position,,,,,,,,,,,,,,-3.7600611,40.3854082
POINT (-3.7604946 40.3851565),Aluche,,stop_position,,,,,,,,,,,,,,-3.7604946,40.3851565
POINT (-3.7532377 40.4071984),,,stop_position,,,,,,,,,,,,,,-3.7532377,40.4071984
POINT (-3.7193792 40.4650135),,,stop_position,,,,,,,,,,,,,,-3.7193792,40.4650135
POINT (-3.6826376 40.4739047),Chamartín,,stop_position,stop,,,,,Metro de Madrid,,,,,,,,-3.6826376,40.4739047
POINT (-3.6998137 40.5428639),Cantoblanco Universidad,,stop_position,stop,,,,,,,,,,,,,-3.6998137,40.5428639
POINT (-3.7176942 40.4701806),Antonio Machado,,stop_position,stop,,,,,Metro de Madrid,,,,yes,,,,-3.7176942,40.4701806
POINT (-3.6889289 40.4978782),,,stop_position,,,,,,,,,,,,,,-3.6889289,40.4978782
POINT (-3.6946402 40.5005626),Tres Olivos,,stop_position,stop,,,,,Metro de Madrid,,,,yes,,,,-3.6946402,40.5005626
POINT (-3.6886906 40.4910835),,,stop_position,,,,,,,,,,,,,,-3.6886906,40.4910835
