geometry,name,amenity,public_transport,railway,highway,stars,internet_access,brand,operator,cuisine,rooms,opening_hours,wheelchair,addr:street,addr:housenumber,addr:postcode,lon,lat
POINT (2.1801063 41.3813306),Milk,bar,,,,,wlan,,,spanish,,,,Carrer d'en Gignàs,21,08002,2.1801063,41.3813306
POINT (2.1747769 41.4506817),Ctra. Alta de Roquetes - Castell,,stop_position,,,,,,,,,,,,,,2.1747769,41.4506817
POINT (2.1827139 41.3842949),Creps al Born,bar,,,,,wlan,,,french,,Mo-Th 17:30-02:30; Fr 17:30-03:00; Sa 12:00-03:00; Su 12:00-02:30,,Passeig del Born,12,08003,2.1827139,41.3842949
POINT (2.1471278 41.4147531),Sant Eudald - Mora d'Ebre,,platform,,platform,,,,,,,,,,,,2.1471278,41.4147531
POINT (2.1483422 41.4161315),Torrent del Remei - Riu de la Plata,,platform,,platform,,,,,,,,,,,,2.1483422,41.4161315
POINT (2.1865175 41.4240602),Martí Molins,,,subway_entrance,,,,,,,,,yes,,,,2.1865175,41.4240602
POINT (2.1865602 41.4203918),Felip II,,,subway_entrance,,,,,,,,,yes,,,,2.1865602,41.4203918
POINT (2.1784485 41.3838217),Plaça de l'Àngel,,,subway_entrance,,,,,,,,,,,,,2.1784485,41.3838217
POINT (2.1785433 41.4438615),Via Júlia,,stop_position,stop,,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1785433,41.4438615
POINT (2.1821395 41.4234178),Matanzas,,,subway_entrance,,,,,,,,,,,,,2.1821395,41.4234178
POINT (2.1702991 41.3808891),El Jardí,cafe,,,,,wlan,,,,,,,,,,2.1702991,41.3808891
POINT (2.1737766 41.3809698),Cafè de l'Òpera,cafe,,,,,no,,,,,Mo-Su 08:30-02:30,,Les Rambles,74,,2.1737766,41.3809698
POINT (2.1897533 41.4495028),Ctra de Ribes - Meridiana,,platform,,platform,,,,AMT (Autoritat Metropolitana del Transport),,,,,,,,2.1897533,41.4495028
POINT (2.183085 41.4315197),Estació d'Autobusos de Fabra i Puig,,stop_position,,,,,,Generalitat de Catalunya,,,,,,,,2.183085,41.4315197
POINT (2.188789 41.4499011),Meridiana - Ctra de Ribes,,stop_position,,,,,,Transports Metropolitans de Barcelona,,,,,,,,2.188789,41.4499011
POINT (2.1863238 41.4423158),Meridiana - Pl de Mossèn Clapés,,stop_position,,,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1863238,41.4423158
POINT (2.1670743 41.3858353),Bergara (FGC),,,subway_entrance,,,,,,,,,no,,,,2.1670743,41.3858353
POINT (2.1863569 41.4431292),Meridiana - Av Rio de Janeiro,,stop_position,,,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1863569,41.4431292
POINT (2.1879751 41.4481515),Meridiana - S'Agaró,,stop_position,,,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1879751,41.4481515
POINT (2.1841335 41.4361935),Meridiana - Parc de Can Dragó,,stop_position,,,,,,,,,,,,,,2.1841335,41.4361935
POINT (2.1961547 41.3914029),,parking,,,,,,,,,,,,,,,2.1961547,41.3914029
POINT (2.1960758 41.391034),,parking,,,,,,,,,,,,,,,2.1960758,41.391034
POINT (2.1597921 41.4052085),Les Tres a la Cuina,,,,,,wlan,,,,,,,,,,2.1597921,41.4052085
POINT (2.1633176 41.4053006),Parking Saripark,parking,,,,,,,,,,,yes,,,,2.1633176,41.4053006
POINT (2.163227 41.4057451),OMA Bar,restaurant,,,,,wlan,,,,,,,Carrer de Pi i Margall,6,08025,2.163227,41.4057451
POINT (2.1590935 41.4029982),Locutorio World-On-Line,internet_cafe,,,,,service,,,,,,,,,,2.1590935,41.4029982
POINT (2.1718369 41.4023757),Kokcha,restaurant,,,,,wlan,,,,,,,Carrer de Provença,426,,2.1718369,41.4023757
POINT (2.1693233 41.4007592),Raíces,restaurant,,,,,wlan,,,sushi,,,,,,,2.1693233,41.4007592
POINT (2.1680259 41.4009758),Parking Chile,parking,,,,,,,,,,,,,,,2.1680259,41.4009758
POINT (2.1680147 41.4008948),Cuina Xinesa Tradicional,restaurant,,,,,wlan,,,chinese,,"We-Su 13:00-16:30,19:30-23:30; Mo,Tu 13:00-16:30",,Passeig de Sant Joan,128,,2.1680147,41.4008948
POINT (2.1805881 41.3850931),Cafe Bobe,cafe,,,,,wlan,,,,,,,Carrer de la Barra de Ferro,8,08003,2.1805881,41.3850931
POINT (2.1113284 41.4092608),Peu del Funicular,,station,,,,,,,,,,,,,,2.1113284,41.4092608
POINT (2.0972285 41.4198107),Baixador de Vallvidrera,,stop_position,stop,,,,,,,,,yes,,,,2.0972285,41.4198107
