geometry,name,amenity,public_transport,railway,highway,stars,internet_access,brand,operator,cuisine,rooms,opening_hours,wheelchair,addr:street,addr:housenumber,addr:postcode,lon,lat
POINT (-1.0204905 41.7227337),Casetas,,station,station,,,,,,,,,,,,,-1.0204905,41.7227337
POINT (-0.9179853 41.6480163),,,platform,,bus_stop,,,,,,,,,,,,-0.9179853,41.6480163
POINT (-0.9171366 41.6463082),,,stop_position,,bus_stop,,,,,,,,,,,,-0.9171366,41.6463082
POINT (-0.9151357 41.6417008),Vía Hispanidad 59,,stop_position,,,,,,,,,,,,,,-0.9151357,41.6417008
POINT (-0.9165886 41.6450781),,,stop_position,,bus_stop,,,,,,,,,,,,-0.9165886,41.6450781
POINT (-0.9103286 41.6416182),,,stop_position,,bus_stop,,,,,,,,,,,,-0.9103286,41.6416182
POINT (-0.9079385 41.6423924),,,stop_position,,bus_stop,,,,,,,,,,,,-0.9079385,41.6423924
POINT (-0.9038349 41.6436748),Avda. San Juan Bosco (Hospital Clínico),,platform,,bus_stop,,,,,,,,,,,,-0.9038349,41.6436748
POINT (-0.9009847 41.6446062),Avda. San Juan Bosco 7,,platform,,bus_stop,,,,,,,,yes,,,,-0.9009847,41.6446062
POINT (-0.8980507 41.6456713),Tomás Bretón / Avenida de Valencia,,stop_position,,,,,,,,,,,,,,-0.8980507,41.6456713
POINT (-0.8994588 41.6474696),García Sánchez 26,,stop_position,,bus_stop,,,,,,,,yes,,,,-0.8994588,41.6474696
POINT (-0.8994452 41.6491164),,,stop_position,,bus_stop,,,,,,,,,,,,-0.8994452,41.6491164
POINT (-0.90186 41.6479017),Franco y López 57,,stop_position,,bus_stop,,,,,,,,,,,,-0.90186,41.6479017
POINT (-0.9027608 41.645621),López de Luna 13,,stop_position,,bus_stop,,,,,,,,yes,,,,-0.9027608,41.645621
POINT (-0.9041412 41.6475541),Duquesa Villahermosa 97,,platform,,bus_stop,,,,,,,,yes,,,,-0.9041412,41.6475541
POINT (-0.9069152 41.6450953),Vía Univérsitas 10,,stop_position,,bus_stop,,,,,,,,yes,,,,-0.9069152,41.6450953
POINT (-0.8970015 41.6462478),Avenida de Valencia 41,,stop_position,,bus_stop,,,,,,,,yes,,,,-0.8970015,41.6462478
POINT (-0.8970809 41.6462758),Avenida de Valencia 38,,stop_position,,bus_stop,,,,,,,,yes,,,,-0.8970809,41.6462758
POINT (-0.8930591 41.6466802),Carmen 19,,stop_position,,bus_stop,,,,,,,,yes,,,,-0.8930591,41.6466802
POINT (-0.8884309 41.6493558),Hernán Cortés 6,,platform,,bus_stop,,,,,,,,yes,,,,-0.8884309,41.6493558
POINT (-0.8827112 41.6502943),Paseo Independencia 25,,stop_position,,bus_stop,,,,,,,,limited,,,,-0.8827112,41.6502943
POINT (-0.8796381 41.6516382),Coso 62,,platform,,bus_stop,,,,,,,,yes,,,,-0.8796381,41.6516382
POINT (-0.8758515 41.6528577),El Plato Reverde,restaurant,,,,,no,,,,,,no,,,,-0.8758515,41.6528577
POINT (-0.8931271 41.6491579),,parking,,,,,,,,,,,,,,,-0.8931271,41.6491579
POINT (-0.8938122 41.6508798),Anselmo Clavé / Estación Portillo,,platform,,bus_stop,,,,,,,,yes,,,,-0.8938122,41.6508798
POINT (-0.8898965 41.6479666),Aparcamiento Hernán Cortés,parking,,,,,,,,,,,,Calle Hernán Cortés,,,-0.8898965,41.6479666
POINT (-0.8906331 41.6477134),Hernán Cortés 35,,stop_position,,bus_stop,,,,,,,,yes,,,,-0.8906331,41.6477134
POINT (-0.8912171 41.6485304),Paseo Teruel 24,,platform,,bus_stop,,,,,,,,yes,,,,-0.8912171,41.6485304
POINT (-0.945435 41.6346142),,,platform,,bus_stop,,,,,,,,,,,,-0.945435,41.6346142
POINT (-0.9459509 41.6345252),Johann Sebastian Bach 25 (Supermercado),,platform,,bus_stop,,,,,,,,yes,,,,-0.9459509,41.6345252
POINT (-0.9031775 41.6507586),Paseo de Calanda 50,,stop_position,,bus_stop,,,,,,,,,,,,-0.9031775,41.6507586
POINT (-0.9033724 41.6479482),Duquesa Villahermosa 42,,platform,,bus_stop,,,,,,,,,,,,-0.9033724,41.6479482
POINT (-0.890421 41.6454623),Hotel Gran Vía,,,,,3,,,,,,,,Gran Vía de Santiago Ramón y Cajal,38,,-0.890421,41.6454623
POINT (-0.8742332 41.6586331),B&B Hotel Zaragoza Centro,,,,,2,,Ibis,,,,,,,,,-0.8742332,41.6586331
POINT (-0.8825809 41.6533889),Hotel Oriente,,,,,3,,,,,,,,Calle del Coso,11-13,,-0.8825809,41.6533889
POINT (-0.8826047 41.6515875),Hotel Goya,,,,,4,,,,,,,,Calle Cinco de Marzo,5,50004,-0.8826047,41.6515875
POINT (-0.8854799 41.6506314),Hotel Palafox,,,,,5,,,,,,,,Calle Marqués de Casa Jiménez,,,-0.8854799,41.6506314
POINT (-0.9085528 41.638985),Hotel Reina Petronila,,,,,5,,,,,177,,yes,Avenida Ramón Sáinz de Varanda,2,50009,-0.9085528,41.638985
POINT (-0.8788394 41.6513466),Reino de Aragón,,,,,4,yes,Silken Hotels,,,118,,,Calle del Coso,80,50001,-0.8788394,41.6513466
POINT (-0.9216692 41.6592489),Centro Comercial Augusta,parking,,,,,,,,,,,,,,,-0.9216692,41.6592489
POINT (-0.9053114 41.6309237),,parking,,,,,,,,,,,,,,,-0.9053114,41.6309237
POINT (-0.8839488 41.6469555),Ibercaja San Ignacio de Loyola,parking,,,,,,,,,,,,,,,-0.8839488,41.6469555
POINT (-0.8852011 41.6505734),El Carmen,parking,,,,,,Indigo,Indigo,,,24/7,,,,,-0.8852011,41.6505734
POINT (-0.9091422 41.6400777),Centro Comercial Aragonia,parking,,,,,,,,,,,yes,,,,-0.9091422,41.6400777
POINT (-0.8868727 41.6425822),Avenida Francisco de Goya 2,,stop_position,,,,,,,,,,,,,,-0.8868727,41.6425822
POINT (-0.8858055 41.6517322),INNSiDE by Meliá Zaragoza,,,,,,wlan,INNSiDE by Meliá,,,,,,Avenida de César Augusto,13,50004,-0.8858055,41.6517322
