geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,hdbscan_5_5,hdbscan_5_5_merged,hdbscan_5_5_merged
POINT (-3.6989949 40.4337811),Bacira,,restaurant,,,,,Calle del Castillo,16,28010,,,,-3.6989949,40.4337811,-1,-1,-1
POINT (-3.6987629 40.4332655),Santa Rita,,restaurant,,,,,Calle de Santa Feliciana,16,28010,,,,-3.6987629,40.4332655,-1,-1,-1
POINT (-3.69935 40.4346493),Orio,bakery,,,,,,,,,,,,-3.69935,40.4346493,1058,133,133
POINT (-3.6958452 40.4351684),Muki,,restaurant,,,,,Paseo del General Martínez Campos,19,28010,,,asian,-3.6958452,40.4351684,-1,-1,-1
POINT (-3.6914963 40.4352938),Sushita Café,,restaurant,,,,,Calle de Miguel Ángel,11,28010,,,japanese,-3.6914963,40.4352938,760,323,323
POINT (-3.7050123 40.4348621),Carlin,copyshop,,,,,,,,,,,,-3.7050123,40.4348621,1108,591,591
POINT (-3.7010721 40.4310763),Trafalgar,,bar,,,,,Calle de Alburquerque,14,28010,,,,-3.7010721,40.4310763,-1,-1,-1
POINT (-3.7016005 40.430118),El Bunker de Cisneros,,bar,,,,,Calle del Cardenal Cisneros,10,28010,,,,-3.7016005,40.430118,1239,929,929
POINT (-3.7039769 40.4278493),Aleatorio,,bar,,,,,Calle de Ruiz,7,28004,,,,-3.7039769,40.4278493,1315,933,933
POINT (-3.7039717 40.4278997),Juan Arco,hairdresser,,,,,,Calle de Ruiz,7,28004,,,,-3.7039717,40.4278997,-1,-1,-1
POINT (-3.5872052 40.4467827),Hunkemöller,clothes,,,,,,,,,Hunkemöller,,,-3.5872052,40.4467827,52,649,649
POINT (-3.5872276 40.4467424),Solvisión,optician,,,,,,,,,,,,-3.5872276,40.4467424,52,649,649
POINT (-3.5872541 40.4467051),Sport Nova,sports,,,,,,,,,,,,-3.5872541,40.4467051,52,649,649
POINT (-3.5872766 40.4466554),Alain Afflelou,optician,,,,,,,,,Alain Afflelou,,,-3.5872766,40.4466554,52,649,649
POINT (-3.5873154 40.4465777),Hojaska,clothes,,,,,,,,,,,,-3.5873154,40.4465777,52,649,649
POINT (-3.5873603 40.4465079),Klasiks,clothes,,,,,,,,,,,,-3.5873603,40.4465079,52,649,649
POINT (-3.5874521 40.4464613),L'Esthétique,,doctors,,doctor,,,,,,,,,-3.5874521,40.4464613,52,649,649
POINT (-3.5875888 40.4465358),Orange,mobile_phone,,,,,,,,,Orange,,,-3.5875888,40.4465358,52,649,649
POINT (-3.587595 40.4466445),Movistar,mobile_phone,,,,,,,,,Movistar,,,-3.587595,40.4466445,52,649,649
POINT (-3.5876235 40.4468262),Soloptical,optician,,,,,,,,,,,,-3.5876235,40.4468262,52,649,649
POINT (-3.5876154 40.4468946),Botticelli,shoes,,,,,,,,,Botticelli,,,-3.5876154,40.4468946,52,649,649
POINT (-3.5874877 40.4472005),Decimas,clothes,,,,,,,,,Decimas,,,-3.5874877,40.4472005,52,649,649
POINT (-3.587459 40.4472587),Original Marines,clothes,,,,,,,,,,,,-3.587459,40.4472587,52,649,649
POINT (-3.5874157 40.4473272),Party Fiesta,confectionery,,,,,,,,,,,,-3.5874157,40.4473272,52,649,649
POINT (-3.5873562 40.4473939),Eureka Kids,clothes,,,,,,,,,,,,-3.5873562,40.4473939,52,649,649
POINT (-3.5873175 40.4474405),Bedland,bed,,,,,,,,,,,,-3.5873175,40.4474405,52,649,649
POINT (-3.6994609 40.4313113),Oh My Game,,cafe,,,,amusement_arcade,Calle de Luchana,25,28010,,,,-3.6994609,40.4313113,1103,408,408
POINT (-3.7165412 40.4765861),Panishop,bakery,cafe,,,,,,,,Panishop,,,-3.7165412,40.4765861,-1,-1,-1
POINT (-3.7173849 40.4763786),Gran Bazar Asia,variety_store,,,,,,Avenida de Monforte de Lemos,183,28035,,,,-3.7173849,40.4763786,-1,-1,-1
POINT (-3.7168322 40.4765184),Clínica Dental Milenium Monforte de Lemos,,dentist,,dentist,,,,,,,,,-3.7168322,40.4765184,-1,-1,-1
POINT (-3.7158667 40.4765871),Beauty Salon,beauty,,,,,,,,,,,,-3.7158667,40.4765871,-1,-1,-1
POINT (-3.7152555 40.4772916),Vaura,clothes,,,,,,,,,,,,-3.7152555,40.4772916,481,4,4
POINT (-3.7156789 40.4767692),El Boquerón,,pub,,,,,,,,,,,-3.7156789,40.4767692,-1,-1,-1
POINT (-3.7153357 40.4768392),Iberdrola,,,,,company,,,,,,,,-3.7153357,40.4768392,481,4,4
POINT (-3.7145695 40.4775229),Olé Tú,,pub,,,,,,,,,,,-3.7145695,40.4775229,478,771,771
POINT (-3.7127474 40.477885),Birloque,,pub,,,,,,,,,,,-3.7127474,40.477885,466,10,10
POINT (-3.7125626 40.4778488),Kutxabank,,bank,,,,,,,,Kutxabank,,,-3.7125626,40.4778488,466,10,10
POINT (-3.7125626 40.478),Morales,,pub,,,,,,,,,,,-3.7125626,40.478,466,10,10
POINT (-3.7127403 40.4785803),Caixabank,,bank,,,,,Avenida de Betanzos,63,,Caixabank,,,-3.7127403,40.4785803,-1,-1,-1
POINT (-3.7141508 40.4783559),Opticalia,optician,,,,,,,,,Opticalia,,,-3.7141508,40.4783559,-1,-1,-1
POINT (-3.6999676 40.4309648),Caixabank,,atm,,,,,,,,Caixabank,Caixabank,,-3.6999676,40.4309648,-1,-1,-1
POINT (-3.6728365 40.3999965),Sqrups!,variety_store,,,,,,Avenida de la Ciudad de Barcelona,204,28007,,,,-3.6728365,40.3999965,620,187,187
POINT (-3.6727104 40.3998618),Carglass,car_repair,,,,,,Avenida de la Ciudad de Barcelona,206,28007,Carglass,,,-3.6727104,40.3998618,620,187,187
POINT (-3.6731335 40.4001675),Motana,motorcycle,,,,,,,,,,,,-3.6731335,40.4001675,620,187,187
POINT (-3.7045274 40.4179951),Stradivarius,clothes,,,,,,,,,Stradivarius,,,-3.7045274,40.4179951,1267,41,41
POINT (-3.690849 40.4128896),The Spanish Farm,gift,,,,,,Calle Espalter,5,28014,,,,-3.690849,40.4128896,577,310,310
POINT (-3.7106349 40.4172786),麻辣拌 Let’s 拌,,restaurant,,,,,Calle de la Amnistía,6,28013,,,chinese,-3.7106349,40.4172786,1190,920,920
POINT (-3.7087294 40.4188505),La Sazón de Candela,,restaurant,,,,,Calle de Caños del Peral,5,28013,,,ecuadorian,-3.7087294,40.4188505,1255,39,39
POINT (-3.7085092 40.4189909),Casa Jaguar,,restaurant,,,,,Calle de Caños del Peral,9,28013,,,latin_american,-3.7085092,40.4189909,-1,-1,-1
POINT (-3.7088905 40.418751),La Nodriza,health_food,,,,,,Calle de Caños del Peral,5,28013,,,,-3.7088905,40.418751,1255,39,39
POINT (-3.7091977 40.4162893),El minibar,,bar,,,,,Calle del Mesón de Paños,1,28013,,,tapas;sandwich;breakfast,-3.7091977,40.4162893,1221,926,926
POINT (-3.721455 40.4305688),La Rosaleda,,bar,,,,,Calle de Ferraz,92,28008,,,,-3.721455,40.4305688,993,460,460
POINT (-3.7216663 40.4304878),Marina Peláez,hairdresser,,,,,,Calle de Ferraz,61,28008,,,,-3.7216663,40.4304878,993,460,460
POINT (-3.7215479 40.4303646),Frutas y Verduras,greengrocer,,,,,,Calle de Ferraz,59,28008,,,,-3.7215479,40.4303646,993,460,460
POINT (-3.7215291 40.4303451),Sat Servicio Técnico,electronics,,,,,,Calle de Ferraz,59,28008,,,,-3.7215291,40.4303451,993,460,460
POINT (-3.7214701 40.4302836),Natural Ferraz,health_food,,,,,,Calle de Ferraz,59,28008,,,,-3.7214701,40.4302836,993,460,460
POINT (-3.7213349 40.4304458),Rosales,,clinic,,physiotherapist,,,Calle de Ferraz,90,28008,,,,-3.7213349,40.4304458,993,460,460
POINT (-3.721342 40.4301523),,convenience,,,,,,Calle de Ferraz,57,28008,,,,-3.721342,40.4301523,993,460,460
POINT (-3.7211319 40.4301844),Quiosco Ferraz 86,newsagent,,,,,,Calle de Ferraz,,28008,,,,-3.7211319,40.4301844,993,460,460
POINT (-3.7210797 40.4301826),Saco's,,bar,,,,,Calle de Ferraz,86,28008,,,,-3.7210797,40.4301826,993,460,460
POINT (-3.7210624 40.4301648),Kiosco Padrino,newsagent,,,,,,Calle de Ferraz,86,28008,,,,-3.7210624,40.4301648,993,460,460
POINT (-3.721019 40.4301204),Interdomicilio,yes,,,,employment_agency,,Calle de Ferraz,86,28008,,,,-3.721019,40.4301204,993,460,460
POINT (-3.7217524 40.4297807),Veconsa,,,,,estate_agent,,Calle de Altamirano,50,28008,,,,-3.7217524,40.4297807,-1,-1,-1
POINT (-3.7216995 40.4296486),Kitprinter 3d,electronics,,,,,,Calle de Altamirano,37,28008,,,,-3.7216995,40.4296486,993,460,460
POINT (-3.7215183 40.4297233),iKasa,,,,,estate_agent,,Calle de Altamirano,35,28008,,,,-3.7215183,40.4297233,-1,-1,-1
POINT (-3.7213699 40.4297845),,,,,,company,,Calle de Altamirano,33,28008,,,,-3.7213699,40.4297845,993,460,460
POINT (-3.721282 40.4298208),,,,,,company,,Calle de Altamirano,33,28008,,,,-3.721282,40.4298208,993,460,460
POINT (-3.7208578 40.4299617),,,,,,yes,,Calle de Ferraz,84,28008,,,,-3.7208578,40.4299617,993,460,460
POINT (-3.7207878 40.4298883),Café Bar Thomas,,bar,,,,,Calle de Ferraz,84,28008,,,,-3.7207878,40.4298883,993,460,460
POINT (-3.7210752 40.4298794),LKSA,,restaurant,,,,,Calle de Ferraz,53,28008,,,,-3.7210752,40.4298794,993,460,460
POINT (-3.7209172 40.429718),ClinEnc,,clinic,,clinic,,,Calle de Ferraz,51,28008,,,,-3.7209172,40.429718,993,460,460
POINT (-3.7208065 40.4296047),,yes,,,,,,Calle de Ferraz,49,28008,,,,-3.7208065,40.4296047,993,460,460
POINT (-3.7207428 40.4295395),La Oriental,bakery,,,,,,Calle de Ferraz,47,28008,,,,-3.7207428,40.4295395,993,460,460
POINT (-3.7206958 40.4294912),Paco,hairdresser,,,,,,Calle de Ferraz,47,28008,,,,-3.7206958,40.4294912,993,460,460
POINT (-3.7206595 40.4294539),Flores Loto,florist,,,,,,Calle de Ferraz,47,28008,,,,-3.7206595,40.4294539,993,460,460
POINT (-3.6889737 40.4521653),,,restaurant,,,,,,,,,,,-3.6889737,40.4521653,582,803,803
POINT (-3.7141696 40.4413874),,,post_box,,,,,,,,,,,-3.7141696,40.4413874,890,497,497
POINT (-3.716976 40.4395153),,,post_box,,,,,,,,,,,-3.716976,40.4395153,979,497,497
POINT (-3.7025807 40.4285311),Le Gallinero,,fast_food,,,,,Calle de Manuela Malasaña,,,,,,-3.7025807,40.4285311,-1,-1,-1
POINT (-3.7006707 40.4266085),El Perro y la Galleta,,restaurant,,,,,Calle de Barceló,5,28004,,,,-3.7006707,40.4266085,1271,168,168
POINT (-3.699937 40.4268626),Clínica Dental Metódica,,dentist,,dentist,,,Calle de Larra,1,28004,,,,-3.699937,40.4268626,-1,-1,-1
POINT (-3.697312 40.4203679),Hostal Corona,,,guest_house,,,,Calle de la Libertad,4,28004,,,,-3.697312,40.4203679,1274,404,404
POINT (-3.6972932 40.4205214),Hostal Iberia,,,guest_house,,,,Calle de la Libertad,6,28004,,,,-3.6972932,40.4205214,1274,404,404
POINT (-3.6984878 40.4195345),Rosi,perfumery,,,,,,Gran Vía,10,28013,,,,-3.6984878,40.4195345,-1,-1,-1
POINT (-3.6892836 40.4194078),Puerta de Alcalá,,dentist,,dentist,,,Plaza de la Independencia,9,28001,,,,-3.6892836,40.4194078,-1,-1,-1
POINT (-3.6893612 40.4194728),Harina,bakery,cafe,,,,,Plaza de la Independencia,10,28001,,,,-3.6893612,40.4194728,-1,-1,-1
POINT (-3.6894774 40.4195742),,vacant,,,,,,Plaza de la Independencia,10,28001,,,,-3.6894774,40.4195742,-1,-1,-1
POINT (-3.6898222 40.4196532),Arahy,,restaurant,,,,,Calle de Alcalá,58,28014,,,,-3.6898222,40.4196532,911,31,31
POINT (-3.6903005 40.4195574),Ministerio de Empleo,,,,,government,,Calle de Alcalá,56,28014,,,,-3.6903005,40.4195574,-1,-1,-1
POINT (-3.6903604 40.4195002),"Ministerio de Sanidad, Servicios Sociales e Igualdad",,,,,government,,Calle de Alcalá,56,28014,,,,-3.6903604,40.4195002,-1,-1,-1
POINT (-3.6909152 40.4194987),Caixabank,,bank,,,,,Calle de Alcalá,54,28014,Caixabank,Caixabank,,-3.6909152,40.4194987,912,31,31
POINT (-3.6910523 40.4194799),Galería de arte y Sala de Subastas Ansorena,art,,,,,,Calle de Alcalá,52,28014,,,,-3.6910523,40.4194799,912,31,31
POINT (-3.6911915 40.4194609),Ansorena,jewelry,,,,,,Calle de Alcalá,52,28014,,,,-3.6911915,40.4194609,912,31,31
POINT (-3.6898324 40.4200257),Rodilla,,fast_food,,,,,Calle de Alcalá,67,28014,Rodilla,,sandwich,-3.6898324,40.4200257,911,31,31
POINT (-3.6898754 40.4200199),Puerta de Alcalá,art,,,,,,Calle de Alcalá,67,28014,,,,-3.6898754,40.4200199,911,31,31
POINT (-3.6900517 40.4199962),,vacant,,,,,,Calle de Alcalá,65,28014,,,,-3.6900517,40.4199962,911,31,31
POINT (-3.690261 40.4199681),MGS Seguros,,,,,insurance,,Calle de Alcalá,65,28014,,,,-3.690261,40.4199681,911,31,31
POINT (-3.6906593 40.4199146),,vacant,,,,,,Calle de Alcalá,63,28014,,,,-3.6906593,40.4199146,912,31,31
POINT (-3.6910633 40.4198731),Subway,,fast_food,,,,,Calle de Alcalá,61,28014,Subway,,sandwich,-3.6910633,40.4198731,912,31,31
POINT (-3.6911945 40.4198541),Faborit,,cafe,,,,,Calle de Alcalá,61,28014,,,,-3.6911945,40.4198541,912,31,31
POINT (-3.6915135 40.4198001),Vips,,restaurant,,,,,Calle de Alcalá,57,28014,Vips,,international,-3.6915135,40.4198001,-1,-1,-1
POINT (-3.6917503 40.4197673),Diferen-T,,restaurant,,,,,Calle de Alcalá,55,28014,,,,-3.6917503,40.4197673,-1,-1,-1
POINT (-3.7120419 40.4244822),Exp. N° 138,tobacco,,,,,,Calle de la Princesa,1,28008,,,,-3.7120419,40.4244822,-1,-1,-1
POINT (-3.7120681 40.4245177),Sixt,,car_rental,,,,,Calle de la Princesa,1,28008,Sixt,Sixt,,-3.7120681,40.4245177,-1,-1,-1
POINT (-3.7056007 40.4165311),La Provenza,clothes,,,,,,,,,,,,-3.7056007,40.4165311,-1,-1,-1
POINT (-3.7059572 40.4162913),Desigual,clothes,,,,,,,,,Desigual,,,-3.7059572,40.4162913,-1,-1,-1
POINT (-3.7055019 40.4165467),Padilla,beauty,,,,,,,,,,,,-3.7055019,40.4165467,1204,35,35
POINT (-3.7060847 40.4162805),Churrería Chocolatería Las Farolas,,cafe,,,,,,,,,,churro,-3.7060847,40.4162805,-1,-1,-1
POINT (-3.7055037 40.4163599),Banco Santander,,bank,,,,,,,,Banco Santander,Santander,,-3.7055037,40.4163599,1204,35,35
POINT (-3.7047517 40.4167703),The Body Shop,cosmetics,,,,,,,,,The Body Shop,,,-3.7047517,40.4167703,1197,36,36
POINT (-3.7052975 40.4163978),Bazar Guerra,photo,,,,,,,,,,,,-3.7052975,40.4163978,1204,35,35
POINT (-3.7003452 40.4144685),Cervecería Alemana,,bar,,,,,Plaza de Santa Ana,6,28012,,,burger;breakfast;sausage;seafood;spanish;german;diner;tapas,-3.7003452,40.4144685,1174,198,198
POINT (-3.7144879 40.4149273),Muralla Árabe,,,attraction,,,,,,,,,,-3.7144879,40.4149273,-1,-1,-1
POINT (-3.7115931 40.4124918),Capilla de Nuestra Señora y de san Juan de Letrán,,,attraction,,,,,,,,,,-3.7115931,40.4124918,1078,908,908
POINT (-3.7103185 40.4308653),Bannaby,,bar,,,,,Calle de Galileo,12,28015,,,,-3.7103185,40.4308653,-1,-1,-1
POINT (-3.7103182 40.4309992),BBQ Burger,,restaurant,,,,,Calle de Galileo,12,28015,,,burger,-3.7103182,40.4309992,-1,-1,-1
POINT (-3.7105702 40.4316091),Papa John's,,fast_food,,,,,Calle de Galileo,15,28015,Papa John's,,pizza,-3.7105702,40.4316091,977,894,894
POINT (-3.7116971 40.4308681),El Gruñidor,,bar,,,,,Calle de Blasco de Garay,10,28015,,,,-3.7116971,40.4308681,-1,-1,-1
POINT (-3.7116906 40.4309295),Keyaan's,,fast_food,,,,,Calle de Blasco de Garay,10,28015,,,,-3.7116906,40.4309295,-1,-1,-1
POINT (-3.7130728 40.4344444),,vacant,,,,,,Calle de Guzmán el Bueno,34,28015,,,,-3.7130728,40.4344444,-1,-1,-1
POINT (-3.7127285 40.4342956),The Toast Café,,bar,,,,,Calle de Fernando el Católico,50,28015,,,,-3.7127285,40.4342956,-1,-1,-1
POINT (-3.721307 40.4291582),Neotécnica,hifi,,,,,,Calle del Marqués de Urquijo,44,28008,,,,-3.721307,40.4291582,-1,-1,-1
POINT (-3.721108 40.4292232),Juan Moreno,clothes,,,,,,Calle del Marqués de Urquijo,42,28008,,,,-3.721108,40.4292232,-1,-1,-1
POINT (-3.7209972 40.4292594),Fisiorosales,,,,physiotherapist,,,Calle del Marqués de Urquijo,40,28008,,,,-3.7209972,40.4292594,993,460,460
POINT (-3.7207368 40.4293442),Bistro Urquijo,,restaurant,,,,,Calle del Marqués de Urquijo,38,28008,,,,-3.7207368,40.4293442,993,460,460
POINT (-3.7207377 40.4290486),Reparación de Calzado Bernaldo de Quirós,shoe_repair,,,,,,Calle del Marqués de Urquijo,43,28008,,,,-3.7207377,40.4290486,-1,-1,-1
POINT (-3.7206079 40.4290918),Motor Sport,motorcycle,,,,,,Calle del Marqués de Urquijo,43,28008,Honda,,,-3.7206079,40.4290918,993,460,460
POINT (-3.7203417 40.4291215),Banco Santander,,bank,,,,,Calle de Ferraz,43,28008,Banco Santander,Santander,,-3.7203417,40.4291215,-1,-1,-1
POINT (-3.7202325 40.4290105),Gocco,clothes,,,,,,Calle de Ferraz,43,28008,,,,-3.7202325,40.4290105,-1,-1,-1
POINT (-3.7201517 40.4289282),Elkano Arroz,,restaurant,,,,,Calle de Ferraz,43,28008,,,,-3.7201517,40.4289282,-1,-1,-1
POINT (-3.7200285 40.428804),,vacant,,,,,,Calle de Ferraz,41,28008,,,,-3.7200285,40.428804,-1,-1,-1
POINT (-3.7198711 40.4286426),Platos Rotos,,restaurant,,,,,Calle de Ferraz,39,28008,,,,-3.7198711,40.4286426,1008,460,460
POINT (-3.7197305 40.4288017),Uñas Premium,beauty,,,,,,Calle de Ferraz,74,28008,,,,-3.7197305,40.4288017,1008,460,460
POINT (-3.7196052 40.4286736),Re/Max,estate_agent,,,,,,Calle de Ferraz,72,28008,,,,-3.7196052,40.4286736,1008,460,460
POINT (-3.7193208 40.4283806),,,,,,yes,,Calle de Ferraz,66,28008,,,,-3.7193208,40.4283806,-1,-1,-1
POINT (-3.7198271 40.4285979),Redpiso,estate_agent,,,,,,Calle de Ferraz,37,28008,,,,-3.7198271,40.4285979,1008,460,460
POINT (-3.7197831 40.4285531),Baraka's,,restaurant,,,,,Calle de Ferraz,37,28008,,,,-3.7197831,40.4285531,1008,460,460
POINT (-3.7197189 40.4284877),Redecoratucasa.com,interior_decoration,,,,,,Calle de Ferraz,35,28008,,,,-3.7197189,40.4284877,1008,460,460
POINT (-3.7196344 40.4284016),Avalon 5,,dentist,,,,,Calle de Ferraz,35,28008,,,,-3.7196344,40.4284016,-1,-1,-1
POINT (-3.719564 40.4283297),,convenience,,,,,,Calle de Ferraz,33,28008,,,,-3.719564,40.4283297,1008,460,460
POINT (-3.719448 40.4281879),Centro Dental Milenium Ferraz,,dentist,,,,,Calle de Ferraz,33,28008,,,,-3.719448,40.4281879,-1,-1,-1
POINT (-3.7200909 40.4277178),La Agencia de Azafatas,,,,,company,,Paseo del Pintor Rosales,36,28008,,,,-3.7200909,40.4277178,992,288,288
POINT (-3.7199567 40.4277957),PSOE Madrid,,,,,political_party,,Calle del Buen Suceso,27,28008,,,,-3.7199567,40.4277957,992,288,288
POINT (-3.7197467 40.4278862),,vacant,,,,,,Calle del Buen Suceso,25,28008,,,,-3.7197467,40.4278862,-1,-1,-1
POINT (-3.719555 40.4279713),Debod Hostel,,,hostel,,,,Calle del Buen Suceso,23,28008,,,,-3.719555,40.4279713,-1,-1,-1
POINT (-3.7207704 40.4282648),Asociación de Consumidores de Electricidad,,,,,association,,Paseo del Pintor Rosales,42,28008,,,,-3.7207704,40.4282648,-1,-1,-1
POINT (-3.7207151 40.4282019),,vacant,,,,,,Paseo del Pintor Rosales,40,28008,,,,-3.7207151,40.4282019,-1,-1,-1
POINT (-3.720597 40.4280862),Grupo Siro,,,,,company,,Paseo del Pintor Rosales,40,28008,,,,-3.720597,40.4280862,-1,-1,-1
POINT (-3.7205045 40.4279841),Martankers,,,,,company,,Paseo del Pintor Rosales,38,28008,,,,-3.7205045,40.4279841,-1,-1,-1
POINT (-3.7203472 40.4278209),,,,,,yes,,Paseo del Pintor Rosales,38,28008,,,,-3.7203472,40.4278209,992,288,288
POINT (-3.6874753 40.4782387),Banco do Brasil,,bank,,,,,,,,,,,-3.6874753,40.4782387,603,128,128
POINT (-3.6236515 40.3804776),Oficina de Correos,,post_office,,,,,Calle de la Sierra Gádor,50,28031,Correos,Correos,,-3.6236515,40.3804776,-1,-1,-1
POINT (-3.7019919 40.4199293),,,post_box,,,,,,,,,,,-3.7019919,40.4199293,1157,44,44
POINT (-3.6714468 40.4295605),Óptica Gasset,optician,,,,,,Calle de José Ortega y Gasset,96,28006,,,,-3.6714468,40.4295605,889,876,876
POINT (-3.6418576 40.3859663),El raton y el gato,,cafe,,,,,Avenida de Rafael Alberti,26,28018,,,coffee_shop,-3.6418576,40.3859663,-1,-1,-1
POINT (-3.6710324 40.4331283),Honorio y Anita. Tienda de Encuadernación,craft,,,,,,,,,,,,-3.6710324,40.4331283,854,409,409
POINT (-3.7167059 40.4357286),Centro Impresión,copyshop,,,,,,Calle de Hilarión Eslava,35,,,,,-3.7167059,40.4357286,-1,-1,-1
POINT (-3.6441342 40.4332535),Bodega latina,supermarket,,,,,,,,,,,,-3.6441342,40.4332535,-1,-1,-1
POINT (-3.6749045 40.4028627),Nermovil,car_repair,,,,,,,,,,,,-3.6749045,40.4028627,665,821,821
POINT (-3.6696505 40.4334071),Teatro Guindalera,,theatre,,,,,Calle de Martínez Izquierdo,20,28028,,,,-3.6696505,40.4334071,-1,-1,-1
POINT (-3.7140805 40.4278769),,vacant,,,,,,Calle de la Princesa,30,,,,,-3.7140805,40.4278769,1070,191,191
POINT (-3.7014789 40.4496839),Dia Market,supermarket,,,,,,,,,Dia Market,,,-3.7014789,40.4496839,-1,-1,-1
POINT (-3.5924267 40.449138),Mercedes-Benz,car,,,,,,,,,Mercedes-Benz,,,-3.5924267,40.449138,-1,-1,-1
POINT (-3.5928465 40.449154),Smart,car,,,,,,,,,Smart,,,-3.5928465,40.449154,-1,-1,-1
POINT (-3.7192595 40.4280133),Faic'os,hairdresser,,,,,,Calle de Ferraz,31,28008,,,,-3.7192595,40.4280133,1015,460,460
POINT (-3.719237 40.4279902),Copy Center Ferraz,printing,,,,,,Calle de Ferraz,31,28008,,,,-3.719237,40.4279902,1015,460,460
POINT (-3.7191988 40.4279509),Ferraz 29,clothes,,,,,,Calle de Ferraz,29,28008,,,,-3.7191988,40.4279509,1015,460,460
POINT (-3.7191855 40.4279371),Loterías 209,lottery,,,,,,Calle de Ferraz,29,28008,,,,-3.7191855,40.4279371,1015,460,460
POINT (-3.7191385 40.4278885),Querubines,clothes,,,,,,Calle de Ferraz,29,28008,,,,-3.7191385,40.4278885,1015,460,460
POINT (-3.7191209 40.4278703),Melody Uñas,beauty,,,,,,Calle de Ferraz,29,28008,,,,-3.7191209,40.4278703,1015,460,460
POINT (-3.7190855 40.4278339),La Garnacha,,restaurant,,,,,Calle de Ferraz,27,28008,,,,-3.7190855,40.4278339,1015,460,460
POINT (-3.7190645 40.4278123),Pérez Atienza,jewelry,,,,,,Calle de Ferraz,27,28008,,,,-3.7190645,40.4278123,1015,460,460
POINT (-3.719003 40.4277493),Copysell,printing,,,,,,Calle de Ferraz,27,28008,,,,-3.719003,40.4277493,1015,460,460
POINT (-3.7188456 40.4278867),Herederos de Ricardo Alonso S.A.,electrical,,,,,,Calle de Ferraz,58,28008,,,,-3.7188456,40.4278867,1015,460,460
POINT (-3.7189134 40.4276575),Artesanía Castellana,furniture,,,,,,Calle de Ferraz,25,28008,,,,-3.7189134,40.4276575,-1,-1,-1
POINT (-3.7188452 40.4275879),Ferretería Blázquez,hardware,,,,,,Calle de Ferraz,25,28008,,,,-3.7188452,40.4275879,-1,-1,-1
POINT (-3.7187813 40.4278211),,vacant,,,,,,Calle de Ferraz,56,28008,,,,-3.7187813,40.4278211,1016,460,460
POINT (-3.7187625 40.4278018),Roufet.com,computer,,,,,,Calle de Ferraz,56,28008,,,,-3.7187625,40.4278018,1016,460,460
POINT (-3.7187098 40.4277475),Mapfre,,,,,insurance,,Calle de Ferraz,56,28008,,,,-3.7187098,40.4277475,1016,460,460
POINT (-3.718685 40.427722),,vacant,,,,,,Calle de Ferraz,56,28008,,,,-3.718685,40.427722,1016,460,460
POINT (-3.7186385 40.4276743),Joymar,estate_agent,,,,,,Calle de Ferraz,54,28008,,,,-3.7186385,40.4276743,1016,460,460
POINT (-3.7185848 40.4276196),Ferrero,,restaurant,,,,,Calle de Ferraz,54,28008,,,,-3.7185848,40.4276196,1016,460,460
POINT (-3.7187026 40.4274405),Fogón & Candela,,restaurant,,,,,Calle de Quintana,26,28008,,,regional,-3.7187026,40.4274405,-1,-1,-1
POINT (-3.7190826 40.427246),Lex,,bar,,,,,Calle de Quintana,28,28008,,,,-3.7190826,40.427246,-1,-1,-1
POINT (-3.7191617 40.4272076),La Trattorietta,,restaurant,,,,,Calle de Quintana,30,28008,,,italian,-3.7191617,40.4272076,-1,-1,-1
POINT (-3.7191383 40.4269913),Kollage Espacios,interior_decoration,,,,,,Calle de Quintana,29,28008,,,,-3.7191383,40.4269913,995,288,288
POINT (-3.7200814 40.4275526),Taberna Alboronia,,bar,,,,,Paseo del Pintor Rosales,36,28008,,,,-3.7200814,40.4275526,992,288,288
POINT (-3.7199708 40.4274383),INSA,,,,,company,,Paseo del Pintor Rosales,34,28008,,,,-3.7199708,40.4274383,992,288,288
POINT (-3.7197299 40.4271704),Più di Prima,,restaurant,,,,,Paseo del Pintor Rosales,30,28008,,,,-3.7197299,40.4271704,-1,-1,-1
POINT (-3.7196009 40.4270512),,vacant,,,,,,Paseo del Pintor Rosales,30,28008,,,,-3.7196009,40.4270512,-1,-1,-1
POINT (-3.6802077 40.4622232),Caixabank,,bank,,,,,Paseo de La Habana,,,Caixabank,,,-3.6802077,40.4622232,-1,-1,-1
POINT (-3.7005902 40.4057319),Vips-Ginos,,restaurant,,,,,Ronda de Valencia,8,28012,,,,-3.7005902,40.4057319,-1,-1,-1
POINT (-3.7011936 40.4055843),Multiópticas,optician,,,,,,,,,Multiópticas,,,-3.7011936,40.4055843,1050,33,33
POINT (-3.7013584 40.4055305),Halcón Viajes,travel_agency,,,,,,Ronda de Valencia,12,,Halcón Viajes,,,-3.7013584,40.4055305,1050,33,33
POINT (-3.7013991 40.405511),Alimentación,convenience,,,,,,Ronda de Valencia,12,,,,,-3.7013991,40.405511,1050,33,33
POINT (-3.6728225 40.4384764),Peluquería de caballeros,hairdresser,,,,,,,,,,,,-3.6728225,40.4384764,827,523,523
POINT (-3.6739732 40.4380773),Mercedes-Benz Smart,car,,,,,,,,,Mercedes-Benz,,,-3.6739732,40.4380773,816,454,454
