geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,hdbscan_5_5,hdbscan_5_5_merged,hdbscan_5_5_merged
POINT (-3.6740913 40.4378814),Valentino's,,bar,,,,,,,,,,,-3.6740913,40.4378814,816,454,454
POINT (-3.7102396 40.4122639),El Zapatero,,bar,,,,,Calle del Almendro,19,28005,,,,-3.7102396,40.4122639,1179,11,11
POINT (-3.7095401 40.4128305),Starbeers,,pub,,,,,Calle del Almendro,8,28005,,,,-3.7095401,40.4128305,-1,-1,-1
POINT (-3.7046534 40.4206606),Hostal San Martín,,,guest_house,,,,Calle de Concepción Arenal,4,28004,,,,-3.7046534,40.4206606,1298,563,563
POINT (-3.7106923 40.4075313),,vacant,,,,,,Calle Capitán Salazar Martínez,3,28005,,,,-3.7106923,40.4075313,-1,-1,-1
POINT (-3.7106156 40.4075342),PSI,,doctors,,psychotherapist,,,Calle Capitán Salazar Martínez,5,28005,,,,-3.7106156,40.4075342,-1,-1,-1
POINT (-3.7105049 40.4075366),L'Ecole du Flam,,school,,,,,Calle Capitán Salazar Martínez,5,28005,,,,-3.7105049,40.4075366,-1,-1,-1
POINT (-3.7099197 40.4075543),Sushili,,bar,,,,,Calle Capitán Salazar Martínez,11,28005,,,,-3.7099197,40.4075543,1042,603,603
POINT (-3.7096735 40.4075938),Ataca Paca,,bar,,,,,Calle de la Arganzuela,20,28005,,,,-3.7096735,40.4075938,1042,603,603
POINT (-3.7097192 40.4076739),Colección Siglo XX,antiques,,,,,,Calle de la Arganzuela,20,28005,,,,-3.7097192,40.4076739,1042,603,603
POINT (-3.7101496 40.408603),Hiper Bazar,variety_store,,,,,,,,,,,,-3.7101496,40.408603,1172,240,240
POINT (-3.7103461 40.4087268),Prink,printer_ink,,,,,,Calle de Toledo,107,28005,Prink,,,-3.7103461,40.4087268,1172,240,240
POINT (-3.7103809 40.408682),La Fuentecilla,,bar,,,,,Calle de Toledo,107,28005,,,,-3.7103809,40.408682,1172,240,240
POINT (-3.7104343 40.4086148),Istanbul,,fast_food,,,,,Calle de Toledo,109,28005,,,kebab,-3.7104343,40.4086148,1172,240,240
POINT (-3.710493 40.4085393),Donde Siempre,,bar,,,,,Calle de Toledo,109,28005,,,,-3.710493,40.4085393,1172,240,240
POINT (-3.7109661 40.4079069),Fan Hua,,restaurant,,,,,Calle de Toledo,115,28005,,,chinese,-3.7109661,40.4079069,1117,240,240
POINT (-3.7097478 40.4077494),Espacio Puntonemo,art,,,,,,Calle de la Arganzuela,18,28005,,,,-3.7097478,40.4077494,1042,603,603
POINT (-3.7098237 40.4079015),,second_hand,,,,,,Calle de la Arganzuela,16,28005,,,,-3.7098237,40.4079015,1042,603,603
POINT (-3.7098926 40.4080488),Galaxysaurio,toys,,,,,,Calle de la Arganzuela,14,28005,,,,-3.7098926,40.4080488,1042,603,603
POINT (-3.7099654 40.4082068),Curtidos Arganzuela,leather,,,,,,Calle de la Arganzuela,10,28005,,,,-3.7099654,40.4082068,-1,-1,-1
POINT (-3.7099855 40.4082604),Roal,leather,,,,,,Calle de la Arganzuela,10,28005,,,,-3.7099855,40.4082604,-1,-1,-1
POINT (-3.7109962 40.4078376),,vacant,,,,,,Calle de Toledo,117,28005,,,,-3.7109962,40.4078376,1117,240,240
POINT (-3.7110181 40.407784),Pikaraa,gift,,,,,,Calle de Toledo,117,28005,,,,-3.7110181,40.407784,1117,240,240
POINT (-3.71104 40.4077392),Carisal Fashion,clothes,,,,,,Calle de Toledo,119,28005,,,,-3.71104,40.4077392,1117,240,240
POINT (-3.7110669 40.4076704),Emblema servicios inmobiliarios,,,,,estate_agent,,Calle de Toledo,121,28005,,,,-3.7110669,40.4076704,1117,240,240
POINT (-3.6187568 40.4410744),Ibertech Servicios Profesionales TIC,,,,,consulting,,Calle de Cronos,63,,,,,-3.6187568,40.4410744,-1,-1,-1
POINT (-3.6910627 40.3883598),Gustazio Gastrobar (Pinsa Romana & gastronomía italiana),,restaurant,,,,,Calle de Embajadores,197,28045,,,italian,-3.6910627,40.3883598,-1,-1,-1
POINT (-3.7085702 40.4174363),Amillo. Materiales de Encuadernación y carpetería,yes,,,,,,,,,,,,-3.7085702,40.4174363,1240,445,445
POINT (-3.7051437 40.4204264),Parfois,fashion_accessories,,,,,,Gran Vía,42,28013,Parfois,,,-3.7051437,40.4204264,-1,-1,-1
POINT (-3.7040918 40.4215375),Microteatro,,theatre,,,,,Calle de Loreto Prado y Enrique Chicote,9,28004,,,,-3.7040918,40.4215375,-1,-1,-1
POINT (-3.7035531 40.4212162),The Lab,,restaurant,,,,,Calle de la Ballesta,4,28004,,,,-3.7035531,40.4212162,1292,932,932
POINT (-3.7035588 40.4211658),El Porrón Canalla,,restaurant,,,,,Calle de la Ballesta,2,28004,,,,-3.7035588,40.4211658,1292,932,932
POINT (-3.6971371 40.4126064),B-612,hairdresser,,,,,,Calle de San José,8,28014,,,,-3.6971371,40.4126064,1104,911,911
POINT (-3.6971209 40.412746),,vacant,,,,,,Calle de San José,6,28014,,,,-3.6971209,40.412746,1104,911,911
POINT (-3.696888 40.4128149),Tununtunumba,musical_instrument,,,,,,Calle de Santa María,34,28014,,,,-3.696888,40.4128149,1104,911,911
POINT (-3.6968114 40.4127977),,vacant,,,,,,Calle de Santa María,36,28014,,,,-3.6968114,40.4127977,1104,911,911
POINT (-3.6967136 40.4127758),Holedeck,,,,,company,,Calle de Santa María,36,28014,,,,-3.6967136,40.4127758,1104,911,911
POINT (-3.6966166 40.4125228),Dumbarton,,bar,,,,,Costanilla de los Desamparados,6,28014,,,,-3.6966166,40.4125228,1104,911,911
POINT (-3.696684 40.4124412),Heredero de Crispín,frame,,,,,,Calle de Moratín,25,28014,,,,-3.696684,40.4124412,1104,911,911
POINT (-3.6967637 40.4124312),La Huerta de Almería,food,,,,,,Calle de Moratín,25,28014,,,,-3.6967637,40.4124312,1104,911,911
POINT (-3.6968261 40.4124233),PekesiPekas,clothes,,,,,,Calle de Moratín,23,28014,,,,-3.6968261,40.4124233,1104,911,911
POINT (-3.6968851 40.4124161),Concha Ortega,antiques,,,,,,Calle de Moratín,23,28014,,,,-3.6968851,40.4124161,1104,911,911
POINT (-3.6969161 40.4124121),Podólogo,,clinic,,podiatrist,,,Calle de Moratín,21,28014,,,,-3.6969161,40.4124121,1104,911,911
POINT (-3.696975 40.4124042),Madrid & More,gift,,,,,,Calle de Moratín,21,28014,,,,-3.696975,40.4124042,1104,911,911
POINT (-3.7012766 40.4134351),Innovalent,optician,,,,,,,,,,,,-3.7012766,40.4134351,1161,26,26
POINT (-3.7031667 40.4161393),Garca,clothes,,,,,,,,,,,,-3.7031667,40.4161393,1242,94,94
POINT (-3.7031576 40.415684),Enrique Tomas,food,,,,,,Calle de Carretas,21,28012,,,,-3.7031576,40.415684,1242,94,94
POINT (-3.7031799 40.4142096),Jamonería,,fast_food,,,,,,,,,,,-3.7031799,40.4142096,-1,-1,-1
POINT (-3.7029928 40.4144268),San Pablo,books,,,,,,,,,,,,-3.7029928,40.4144268,-1,-1,-1
POINT (-3.703094 40.4143235),,,cafe,,,,,,,,,,,-3.703094,40.4143235,-1,-1,-1
POINT (-3.7002059 40.4129979),Guitarras Conde,musical_instrument,,,,,,,,,,,,-3.7002059,40.4129979,1161,26,26
POINT (-3.6999661 40.4129216),Banco Santander,,bank,,,,,,,,Banco Santander,Santander,,-3.6999661,40.4129216,-1,-1,-1
POINT (-3.6985245 40.4122008),Mimoos,clothes,,,,,,,,,,,,-3.6985245,40.4122008,1193,921,921
POINT (-3.6994807 40.4126694),BBVA,,bank,,,,,,,,BBVA,,,-3.6994807,40.4126694,1213,265,265
POINT (-3.700287 40.413032),Burger King,,fast_food,,,,,,,,Burger King,,burger,-3.700287,40.413032,1161,26,26
POINT (-3.6990254 40.4124114),Rías Altas,,restaurant,,,,,,,,,,,-3.6990254,40.4124114,-1,-1,-1
POINT (-3.7016694 40.4134151),Classica,clothes,,,,,,,,,,,,-3.7016694,40.4134151,1162,26,26
POINT (-3.6986907 40.4123274),Stop Madrid,,restaurant,,,,,,,,,,spanish;tapas,-3.6986907,40.4123274,1193,921,921
POINT (-3.6985447 40.4119417),Pannus,bakery,,,,,,,,,,,,-3.6985447,40.4119417,1193,921,921
POINT (-3.6746061 40.4811411),Fisio 2,massage,,,,,,Calle de Pastora Imperio,3,28036,,,,-3.6746061,40.4811411,-1,-1,-1
POINT (-3.7017523 40.4158599),Ramen Hakata,,restaurant,,,,,Calle de la Victoria,8,28012,,,japanese,-3.7017523,40.4158599,1245,261,261
POINT (-3.7101839 40.4251802),Ribadelago,,,guest_house,,,,Calle de San Bernardino,10,28015,,,,-3.7101839,40.4251802,1180,919,919
POINT (-3.7532517 40.3704464),Don Antonio,,restaurant,,,,,Avenida de Carabanchel Alto,58,28044,,,,-3.7532517,40.3704464,525,574,574
POINT (-3.6236277 40.395631),La era,,pub,,,,,Bulevar de Indalecio Prieto,46,28032,,,,-3.6236277,40.395631,283,725,725
POINT (-3.6496358 40.4401947),,convenience,,,,,,,,,,,,-3.6496358,40.4401947,374,521,521
POINT (-3.6481759 40.4426522),Renault,car,,,,,,,,,Renault,,,-3.6481759,40.4426522,345,270,270
POINT (-3.6967156 40.4112625),Panaria,bakery,,,,,,,,,,,,-3.6967156,40.4112625,-1,-1,-1
POINT (-3.6932234 40.4094075),Jalo,,restaurant,,,,,Calle de Atocha,116,28012,,,turkish,-3.6932234,40.4094075,1074,905,905
POINT (-3.6981632 40.4117599),Domino's,,fast_food,,,,,,,,Domino's,,pizza,-3.6981632,40.4117599,-1,-1,-1
POINT (-3.6972765 40.4112846),Kálido,furniture,,,,,,,,,,,,-3.6972765,40.4112846,-1,-1,-1
POINT (-3.6962503 40.410739),Restaurante Vietnamita Mekong,,restaurant,,,,,,,,,,,-3.6962503,40.410739,-1,-1,-1
POINT (-3.6960078 40.4109106),Cachet,hairdresser,,,,,,,,,,,,-3.6960078,40.4109106,-1,-1,-1
POINT (-3.6965717 40.4109311),Mia Mia,clothes,,,,,,,,,,,,-3.6965717,40.4109311,1132,915,915
POINT (-3.6936453 40.4095727),Viajes El Corte Inglés,travel_agency,,,,,,Calle de Atocha,112,,Viajes El Corte Inglés,,,-3.6936453,40.4095727,1074,905,905
POINT (-3.6935056 40.4095098),,convenience,,,,,,Calle de Atocha,112,,,,,-3.6935056,40.4095098,1074,905,905
POINT (-3.651312 40.4485076),El Mirador de Alma,,restaurant,,,,,Calle de Arturo Soria,99,,,,,-3.651312,40.4485076,351,55,55
POINT (-3.6512209 40.4500659),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-3.6512209,40.4500659,352,55,55
POINT (-3.6511542 40.4499717),Emyfa,,bar,,,,,,,,,,,-3.6511542,40.4499717,352,55,55
POINT (-3.6479508 40.4429198),Ugoki,cosmetics,,,,,,,,,,,,-3.6479508,40.4429198,345,270,270
POINT (-3.6478756 40.4430362),GNap Idiomas,,language_school,,,,,,,,,,,-3.6478756,40.4430362,345,270,270
POINT (-3.6512137 40.4485249),Caixabank,,bank,,,,,,,,Caixabank,,,-3.6512137,40.4485249,351,55,55
POINT (-3.6505134 40.4499224),Vait,bakery,,,,,,,,,,,,-3.6505134,40.4499224,352,55,55
POINT (-3.650457 40.4501264),Farruca,,bar,,,,,,,,,,,-3.650457,40.4501264,352,55,55
POINT (-3.6503552 40.4504363),,,bar,,,,,,,,,,,-3.6503552,40.4504363,352,55,55
POINT (-3.6502259 40.4484051),Puente de la Cea,,,attraction,,,,,,,,,,-3.6502259,40.4484051,-1,-1,-1
POINT (-3.6484496 40.4480238),Telepizza,,fast_food,,,,,,,,Telepizza,,pizza,-3.6484496,40.4480238,-1,-1,-1
POINT (-3.6512387 40.4487407),Mitosta,,cafe,,,,,,,,,,,-3.6512387,40.4487407,351,55,55
POINT (-3.6514223 40.4484281),Volvo Auto Elia Arturo Soria,car,,,,,,Calle de Arturo Soria,99,,Volvo,Auto Elia,,-3.6514223,40.4484281,351,55,55
POINT (-3.6503298 40.4500022),Rodilla,,fast_food,,,,,,,,Rodilla,,sandwich,-3.6503298,40.4500022,352,55,55
POINT (-3.6502594 40.449883),La Txulapona,,restaurant,,,,,,,,,,,-3.6502594,40.449883,352,55,55
POINT (-3.6480519 40.4494649),Puente de la Cea,,,viewpoint,,,,,,,,,,-3.6480519,40.4494649,-1,-1,-1
POINT (-3.6477397 40.4486742),,,,,,,fitness_centre,,,,,,,-3.6477397,40.4486742,-1,-1,-1
POINT (-3.6505313 40.4504057),Clair de Lune,,bar,,,,,,,,,,,-3.6505313,40.4504057,352,55,55
POINT (-3.6513749 40.4437547),Super Bazar,convenience,,,,,,Avenida de Badajoz,,28027,,,,-3.6513749,40.4437547,386,70,70
POINT (-3.6522788 40.4430033),Glaska,yes,,,,,,Calle Aristóteles,,28027,,,,-3.6522788,40.4430033,390,146,146
POINT (-3.6516636 40.4463097),Casa Moraleda,,restaurant,,,,,,,,,,,-3.6516636,40.4463097,-1,-1,-1
POINT (-3.6523672 40.4430884),Teresa,clothes,,,,,,Calle Aristóteles,,28027,,,,-3.6523672,40.4430884,390,146,146
POINT (-3.650368 40.4472591),2 a Dos,hairdresser,,,,,,,,,,,,-3.650368,40.4472591,-1,-1,-1
POINT (-3.6500876 40.4474207),Liber bank,,bank,,,,,,,,,,,-3.6500876,40.4474207,-1,-1,-1
POINT (-3.6515414 40.4445717),Manil,stationery,,,,,,Calle Madre Antonia París,4,28027,,,,-3.6515414,40.4445717,386,70,70
POINT (-3.6524365 40.4431378),Arte Español,hairdresser,,,,,,Calle Aristóteles,,28027,,,,-3.6524365,40.4431378,390,146,146
POINT (-3.6515723 40.4424235),El Obrador de Goya,bakery,,,,,,Calle Aristóteles,8,28027,,,,-3.6515723,40.4424235,390,146,146
POINT (-3.6518971 40.4465718),Suma,supermarket,,,,,,Calle de Agastia,48,28027,Suma,,,-3.6518971,40.4465718,-1,-1,-1
POINT (-3.6510886 40.4456499),Domino's,,fast_food,,,,,Calle de Agastia,42,28027,Domino's,,pizza,-3.6510886,40.4456499,-1,-1,-1
POINT (-3.6514519 40.4452513),Tsukiji Sushi Bar,,restaurant,,,,,Calle Madre Antonia París,6,,,,sushi,-3.6514519,40.4452513,-1,-1,-1
POINT (-3.6514936 40.4423493),,convenience,,,,,,,,,,,,-3.6514936,40.4423493,-1,-1,-1
POINT (-3.6510872 40.4457368),La Tortilla,,restaurant,,,,,Calle de la Condesa de Venadito,26,28027,,,spanish,-3.6510872,40.4457368,-1,-1,-1
POINT (-3.6515271 40.4446396),González Díaz,hairdresser,,,,,,,,,,,,-3.6515271,40.4446396,386,70,70
POINT (-3.6517937 40.4420592),Nueva Valencita,,pub,,,,,,,,,,,-3.6517937,40.4420592,-1,-1,-1
POINT (-3.7091997 40.4781117),Curry House,,restaurant,,,,,Avenida de Monforte de Lemos,119,28029,,,indian,-3.7091997,40.4781117,468,4,4
POINT (-3.7105649 40.4171616),Fígaro Café,,bar,,,,,Calle de la Amnistía,5,28013,,,,-3.7105649,40.4171616,-1,-1,-1
POINT (-3.7114591 40.4173207),Amé Rico,,restaurant,,,,,Calle de Vergara,14,28013,,,,-3.7114591,40.4173207,-1,-1,-1
POINT (-3.7027897 40.4362909),Antenas ITB,electronics,,,,,,,,,,,,-3.7027897,40.4362909,-1,-1,-1
POINT (-3.6725711 40.4365572),Oltivas,hardware,,,,,,,,,,,,-3.6725711,40.4365572,792,206,206
POINT (-3.6706435 40.4344051),Caixabank,,bank,,,,,,,,Caixabank,,,-3.6706435,40.4344051,793,454,454
POINT (-3.6709966 40.4342837),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-3.6709966,40.4342837,-1,-1,-1
POINT (-3.7029284 40.4360365),Pan Caliente,bakery,,,,,,,,,,,,-3.7029284,40.4360365,1129,914,914
POINT (-3.7027173 40.4361486),Viajes Aguamar,travel_agency,,,,,,,,,,,,-3.7027173,40.4361486,1129,914,914
POINT (-3.6704132 40.4346463),Lotería Nacional,lottery,,,,,,,,,,,,-3.6704132,40.4346463,793,454,454
POINT (-3.7026806 40.4360343),Bonneville,car,,,,,,,,,,,,-3.7026806,40.4360343,1129,914,914
POINT (-3.6721646 40.4336753),Apartahotel Eraso,,,motel,,,,,,,,,,-3.6721646,40.4336753,799,857,857
POINT (-3.6724675 40.4335317),Armonia & Te,,restaurant,,,,,,,,,,,-3.6724675,40.4335317,799,857,857
POINT (-3.6736616 40.4373131),Kymco,car_repair,,,,,,,,,,,,-3.6736616,40.4373131,-1,-1,-1
POINT (-3.67047 40.4347195),Estudio 26,hairdresser,,,,,,,,,,,,-3.67047,40.4347195,793,454,454
POINT (-3.7026971 40.4360872),HiperTecno,hardware,,,,,,,,,,,,-3.7026971,40.4360872,1129,914,914
POINT (-3.6741507 40.4376616),Suavilaser.dent,,dentist,,dentist,,,,,,,,,-3.6741507,40.4376616,816,454,454
POINT (-3.703203 40.4369835),Abuela Mía,,cafe,,,,,Glorieta del General Álvarez de Castro,1,,,,,-3.703203,40.4369835,1146,601,601
POINT (-3.7035446 40.4371756),Harley-Davidson,car_repair,,,,,,Calle de García de Paredes,3,,,,,-3.7035446,40.4371756,1145,15,15
POINT (-3.7037281 40.4371884),Triumph Madrid,motorbike,,,,,,Calle de García de Paredes,3,,,,,-3.7037281,40.4371884,-1,-1,-1
POINT (-3.7038057 40.4372005),Alimentación,convenience,,,,,,Calle de García de Paredes,1,,,,,-3.7038057,40.4372005,1145,15,15
POINT (-3.7040455 40.4348011),Mommy&me 4D. Ecografías 4D,,doctors,,doctor,,,,,,,,,-3.7040455,40.4348011,1138,15,15
POINT (-3.7031419 40.4368947),,vacant,,,,,,Glorieta del General Álvarez de Castro,1,,,,,-3.7031419,40.4368947,-1,-1,-1
POINT (-3.7181742 40.4271953),Casa Elías,supermarket,,,,,,Calle de Ferraz,50,28008,,,,-3.7181742,40.4271953,1004,460,460
POINT (-3.7181661 40.4268877),Madrid Ramos Sierra,lighting,,,,,,Calle de Ferraz,17,28008,,,,-3.7181661,40.4268877,-1,-1,-1
POINT (-3.7180907 40.4268113),Beds,bed,,,,,,Calle de Ferraz,17,28008,,,,-3.7180907,40.4268113,1005,460,460
POINT (-3.7179661 40.4269827),Díez y Compañía,,,,,company,,Calle de Ferraz,46,28008,,,,-3.7179661,40.4269827,1005,460,460
POINT (-3.7179025 40.426918),Living Madrid,estate_agent,,,,estate_agent,,Calle de Ferraz,46,28008,Coldwell Banker,,,-3.7179025,40.426918,1005,460,460
POINT (-3.7178265 40.4268407),El Puerto de Vigo,,restaurant,,,,,Calle de Ferraz,44,28008,,,regional,-3.7178265,40.4268407,1005,460,460
POINT (-3.718022 40.4267409),Akasaka,,restaurant,,,,,Calle de Ferraz,15,28008,,,chinese,-3.718022,40.4267409,1005,460,460
POINT (-3.717956 40.4266725),Minimarket Ferraz,convenience,,,,,,Calle de Ferraz,15,28008,,,,-3.717956,40.4266725,1005,460,460
POINT (-3.7178767 40.4265912),Café Scara,vacant,cafe,,,,,Calle de Ferraz,13,28008,,,,-3.7178767,40.4265912,1005,460,460
POINT (-3.7177853 40.426498),Distrito08,massage,,,,,,Calle de Ferraz,13,28008,,,,-3.7177853,40.426498,1005,460,460
POINT (-3.7176784 40.4266901),Banca March,,bank,,,,,Calle de Ferraz,42,28008,Banca March,,,-3.7176784,40.4266901,1005,460,460
POINT (-3.7175904 40.4266005),BBVA,,bank,,,,,Calle de Ferraz,42,28008,BBVA,,,-3.7175904,40.4266005,-1,-1,-1
POINT (-3.7178155 40.4263762),Clínica Veterinaria Ferraz,,veterinary,,,,,Calle de Ferraz,13,28008,,,,-3.7178155,40.4263762,1005,460,460
POINT (-3.7178923 40.4263291),Platel,,,,,company,,Calle de Ferraz,13,28008,,,,-3.7178923,40.4263291,1005,460,460
POINT (-3.7179855 40.4262718),,vacant,,,,,,Calle del Rey Francisco,28,28008,,,,-3.7179855,40.4262718,1005,460,460
POINT (-3.718072 40.4262185),La Montaña,,restaurant,,,,,Calle del Rey Francisco,28,28008,,,,-3.718072,40.4262185,1005,460,460
POINT (-3.717856 40.4262377),Grupo Control,,,,,company,,Calle del Rey Francisco,27,28008,,,,-3.717856,40.4262377,1005,460,460
POINT (-3.7179081 40.4262072),Eurocess,,,,,company,,Calle del Rey Francisco,27,28008,,,,-3.7179081,40.4262072,1005,460,460
POINT (-3.7179991 40.4261516),,car_repair,,,,,,Calle del Rey Francisco,27,28008,,,,-3.7179991,40.4261516,1005,460,460
POINT (-3.7193179 40.4267551),Bar Marius,,bar,,,,,Paseo del Pintor Rosales,28,28008,,,,-3.7193179,40.4267551,995,288,288
POINT (-3.7191829 40.426622),Hanban,,college,,,,,Paseo del Pintor Rosales,26,28008,,,,-3.7191829,40.426622,995,288,288
POINT (-3.7190804 40.4265242),Pituca Lounge,,restaurant,,,,,Paseo del Pintor Rosales,24,28008,,,,-3.7190804,40.4265242,995,288,288
POINT (-3.7189448 40.426387),,,,,,yes,,Paseo del Pintor Rosales,22,28008,,,,-3.7189448,40.426387,995,288,288
POINT (-3.7188118 40.4262592),Rosales 20,,bar,,,,,Paseo del Pintor Rosales,20,28008,,,,-3.7188118,40.4262592,995,288,288
POINT (-3.7186701 40.4261265),,,,,,yes,,Paseo del Pintor Rosales,18,28008,,,,-3.7186701,40.4261265,995,288,288
POINT (-3.7185481 40.4259971),,,,,,yes,,Paseo del Pintor Rosales,16,28008,,,,-3.7185481,40.4259971,-1,-1,-1
POINT (-3.7089302 40.4145797),Taller Puntera S.L.,gift,,,,,,Plaza del Conde de Barajas,4,28005,,,,-3.7089302,40.4145797,-1,-1,-1
POINT (-3.708615 40.4130349),La Antoñita,,restaurant,,,,,Calle de la Cava Baja,16,28005,,,spanish;tapas,-3.708615,40.4130349,1223,11,11
POINT (-3.7084475 40.4130547),Posada de la Villa,,restaurant,,,,,Calle de la Cava Baja,9,28005,,,spanish;tapas,-3.7084475,40.4130547,1223,11,11
POINT (-3.7092421 40.4123226),La Perejila,,restaurant,,,,,Calle de la Cava Baja,25,28005,,,,-3.7092421,40.4123226,1179,11,11
POINT (-3.7096742 40.4120917),Casa Lucio,,restaurant,,,,,Calle de la Cava Baja,35,28005,,,,-3.7096742,40.4120917,1179,11,11
POINT (-3.7031825 40.4290129),Impress,,dentist,,dentist,,,Calle de Carranza,7,28004,,,,-3.7031825,40.4290129,1261,604,604
POINT (-3.7020262 40.4245004),Polemo,clothes,,,,,,Corredera Alta de San Pablo,2,28004,,,,-3.7020262,40.4245004,1337,267,267
POINT (-3.7021866 40.4243387),Clínica Dental San Ildefonso,,dentist,,dentist,,,Plaza de San Ildefonso,5,28004,,,,-3.7021866,40.4243387,1337,267,267
POINT (-3.7035771 40.4227475),El Granel,food,,,,,,Corredera Baja de San Pablo,33,28004,,,,-3.7035771,40.4227475,1324,3,3
POINT (-3.7045642 40.4418319),Ministerio de Política Territorial,,,,,government,,Plaza de Juan Zorrilla,1,28003,,,,-3.7045642,40.4418319,-1,-1,-1
POINT (-3.705018 40.4418027),Fuexpert Clinic,,clinic,,,,,Plaza de Juan Zorrilla,3,28003,,,,-3.705018,40.4418027,-1,-1,-1
POINT (-3.7062604 40.4412818),Soniquete,,pub,,,,,Calle de Boix y Morer,22,28003,,,,-3.7062604,40.4412818,-1,-1,-1
POINT (-3.7062697 40.4411973),Técnica Fisioterapia,,,,physiotherapist,,,Calle de Boix y Morer,22,28003,,,,-3.7062697,40.4411973,-1,-1,-1
POINT (-3.7063309 40.4402394),Famasa,,,,,accountant,,Calle de Boix y Morer,10,28003,,,,-3.7063309,40.4402394,980,485,485
POINT (-3.7063926 40.4392594),Kinect,,clinic,,physiotherapist,,,Calle de Boix y Morer,4,28003,,,,-3.7063926,40.4392594,980,485,485
POINT (-3.7414783 40.3922912),Lidl,supermarket,,,,,,Calle de la Vía Carpetana,,,Lidl,,,-3.7414783,40.3922912,533,380,380
POINT (-3.7112736 40.4170014),Lepanto,gift,,,,,,Plaza de Ramales,2,28013,,,,-3.7112736,40.4170014,-1,-1,-1
POINT (-3.7175362 40.4262448),Grupo BF,,,,,company,,Calle de Ferraz,11,28008,,,,-3.7175362,40.4262448,1000,460,460
POINT (-3.7174504 40.4264581),Appledent,,dentist,,,,,Calle de Ferraz,40,28008,,,,-3.7174504,40.4264581,-1,-1,-1
POINT (-3.7173676 40.4263729),Dhoy,greengrocer,,,,,,Calle de Ferraz,40,28008,,,,-3.7173676,40.4263729,1000,460,460
POINT (-3.7172405 40.4262421),txirimiri,,restaurant,,,,,Calle de Ferraz,38,28008,,,regional,-3.7172405,40.4262421,1000,460,460
POINT (-3.7174351 40.4261395),Sign A Rama,signs,,,,,,Calle de Ferraz,9,28008,,,,-3.7174351,40.4261395,1000,460,460
POINT (-3.7174055 40.426109),Lola Sopeña,,clinic,,,,,Calle de Ferraz,9,28008,,,,-3.7174055,40.426109,1000,460,460
POINT (-3.7173385 40.42604),L'Italy,,restaurant,,,,,Calle de Ferraz,9,28008,,,italian,-3.7173385,40.42604,1000,460,460
POINT (-3.7171611 40.4261602),Podenko,pet,,,,,,Calle de Ferraz,36,28008,,,,-3.7171611,40.4261602,1000,460,460
POINT (-3.7171041 40.4261012),Entrevinos,,restaurant,,,,,Calle de Ferraz,36,28008,,,,-3.7171041,40.4261012,1000,460,460
POINT (-3.7170434 40.4260385),,convenience,,,,,,Calle de Ferraz,34,28008,,,,-3.7170434,40.4260385,1000,460,460
POINT (-3.7170189 40.4260133),ecorenueva.com,bathroom_furnishing,,,,,,Calle de Ferraz,34,28008,,,,-3.7170189,40.4260133,1000,460,460
POINT (-3.7169652 40.4259579),La Idiomería,,language_school,,,,,Calle de Ferraz,34,28008,,,,-3.7169652,40.4259579,1000,460,460
POINT (-3.7169391 40.425931),Gazpachería Ferraz,food,,,,,,Calle de Ferraz,34,28008,,,,-3.7169391,40.425931,1000,460,460
POINT (-3.7172429 40.4259119),,vacant,,,,,,Calle de Ferraz,7,28008,,,,-3.7172429,40.4259119,1000,460,460
POINT (-3.7171391 40.425802),El Arca,,restaurant,,,,,Calle de Ferraz,5,28008,,,,-3.7171391,40.425802,1000,460,460
POINT (-3.7170734 40.4257435),Cuenllas,,restaurant,,,,,Calle de Ferraz,5,28008,,,regional,-3.7170734,40.4257435,1000,460,460
POINT (-3.7170295 40.4256952),Cuenllas,food,,,,,,Calle de Ferraz,3,28008,,,,-3.7170295,40.4256952,1000,460,460
POINT (-3.7171074 40.4254288),Toma Jamón,,restaurant,,,,,Paseo del Pintor Rosales,2,28008,,,regional,-3.7171074,40.4254288,-1,-1,-1
