geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Zaragoza_hdbscan_5_5
POINT (-0.8900666 41.6457937),Asesores de belleza María Burillo,beauty,,,,,,,,,,,,-0.8900666,41.6457937,-99082,4636010,asesores de belleza maría burillo,269
POINT (-0.890206 41.6458609),General Óptica,optician,,,,,,,,,General Óptica,,,-0.890206,41.6458609,-99098,4636017,general óptica,269
POINT (-0.8902413 41.6459985),Pellbella,beauty,,,,,,,,,,,,-0.8902413,41.6459985,-99102,4636033,pellbella,269
POINT (-0.890096 41.6458134),Podógolo Carlos Mendiela,clothes,,,,,,,,,,,,-0.890096,41.6458134,-99085,4636012,podógolo carlos mendiela,269
POINT (-0.8901782 41.6460566),Mondiale,beauty,,,,,,,,,,,,-0.8901782,41.6460566,-99095,4636039,mondiale,269
POINT (-0.8881346 41.6463003),Assurances du Credit Mutuel,,,,,insurance,,,,,,,,-0.8881346,41.6463003,-98867,4636066,assurances du credit mutuel,-1
POINT (-0.8880494 41.6463304),Columbus International Business School,,,,,educational_institution,,,,,,,,-0.8880494,41.6463304,-98858,4636070,columbus international business school,-1
POINT (-0.8870779 41.6453594),Bambaninos,shoes,,,,,,,,,,,,-0.8870779,41.6453594,-98750,4635961,bambaninos,286
POINT (-0.8880773 41.646313),Engels & Volkers,,,,,estate_agent,,,,,,,,-0.8880773,41.646313,-98861,4636068,engels & volkers,-1
POINT (-0.8885576 41.6461474),Estanco 56,tobacco,,,,,,,,,,,,-0.8885576,41.6461474,-98914,4636049,estanco 56,275
POINT (-0.8877089 41.6457055),Estudio Modigliani,art,,,,,,,,,,,,-0.8877089,41.6457055,-98820,4636000,estudio modigliani,286
POINT (-0.890629 41.6467003),Antiguedades Anteco,antiques,,,,,,,,,,,,-0.890629,41.6467003,-99145,4636111,antiguedades anteco,257
POINT (-0.8904369 41.646449),Asesoría DFG,,,,,accountant,,,,,,,,-0.8904369,41.646449,-99123,4636083,asesoría dfg,257
POINT (-0.8907669 41.6467674),Asesycom,,,,,accountant,,,,,,,,-0.8907669,41.6467674,-99160,4636118,asesycom,257
POINT (-0.8910922 41.6469422),Asociación Fita 22,,,,,government,,,,,,,,-0.8910922,41.6469422,-99196,4636138,asociación fita 22,257
POINT (-0.8908769 41.6468236),Cervecería Gris,,cafe,,,,,,,,,,,-0.8908769,41.6468236,-99172,4636124,cervecería gris,257
POINT (-0.8906995 41.6467356),Chasbel,hardware,,,,,,,,,,,,-0.8906995,41.6467356,-99153,4636115,chasbel,257
POINT (-0.8909226 41.6468542),Dasa Arte,art,,,,,,,,,,,,-0.8909226,41.6468542,-99178,4636128,dasa arte,257
POINT (-0.8907065 41.6466019),Flash Zaragoza,,bar,,,,,,,,,,,-0.8907065,41.6466019,-99153,4636100,flash zaragoza,257
POINT (-0.8903865 41.6465665),Formación Bitácora,,,,,educational_institution,,,,,,,,-0.8903865,41.6465665,-99118,4636096,formación bitácora,257
POINT (-0.8904315 41.6465897),Hadas y duendes,,bar,,,,,,,,,,,-0.8904315,41.6465897,-99123,4636098,hadas y duendes,257
POINT (-0.8900589 41.6462754),Imán,,bar,,,,,Calle Bernardo Fita,,,,,,-0.8900589,41.6462754,-99081,4636063,imán,269
POINT (-0.8911867 41.6468566),Marketing promocional Arte & Merchan,stationery,,,,,,,,,,,,-0.8911867,41.6468566,-99207,4636128,marketing promocional arte & merchan,257
POINT (-0.8909497 41.6468728),María Eloísa Sánchez Correas,,,,,accountant,,,,,,,,-0.8909497,41.6468728,-99181,4636130,maría eloísa sánchez correas,257
POINT (-0.8908242 41.6466609),Men,,bar,,,,,,,,,,,-0.8908242,41.6466609,-99167,4636106,men,257
POINT (-0.8904989 41.6466163),Peluquería canina Can Can,pet,,,,,,,,,,,,-0.8904989,41.6466163,-99130,4636101,peluquería canina can can,257
POINT (-0.8905205 41.6464942),Rituales de oriente Leil Hamman,art,,,,,,,,,,,,-0.8905205,41.6464942,-99133,4636088,rituales de oriente leil hamman,257
POINT (-0.8912751 41.6469086),Serendipia,clothes,,,,,,,,,,,,-0.8912751,41.6469086,-99217,4636134,serendipia,257
POINT (-0.8906305 41.6465498),Urano,,bar,,,,,,,,,,,-0.8906305,41.6465498,-99145,4636094,urano,257
POINT (-0.8906708 41.6465694),Women 2.0,,bar,,,,,,,,,,,-0.8906708,41.6465694,-99149,4636096,women 2.0,257
POINT (-0.8908831 41.6467037),Zaragoza Padel Club,sports,,,,,,,,,,,,-0.8908831,41.6467037,-99173,4636111,zaragoza padel club,257
POINT (-0.889357 41.6464276),Arquitectos Aratur Promociones,,,,,architect,,,,,,,,-0.889357,41.6464276,-99003,4636080,arquitectos aratur promociones,269
POINT (-0.8894701 41.6464994),Clarel,chemist,,,,,,,,,Clarel,,,-0.8894701,41.6464994,-99016,4636088,clarel,269
POINT (-0.8896918 41.6463817),Comercial Jayca,hardware,,,,,,,,,,,,-0.8896918,41.6463817,-99040,4636075,comercial jayca,269
POINT (-0.8898931 41.6463639),Copistería Low Cost,copyshop,,,,,,,,,,,,-0.8898931,41.6463639,-99063,4636073,copistería low cost,269
POINT (-0.8894965 41.6465202),Estética Barogue,beauty,,,,,,,,,,,,-0.8894965,41.6465202,-99019,4636091,estética barogue,269
POINT (-0.8895863 41.6465642),Pic-Nic,,cafe,,,,,,,,,,,-0.8895863,41.6465642,-99029,4636096,pic-nic,269
POINT (-0.8898296 41.6464403),The Travel Brand,travel_agency,,,,,,,,,,,,-0.8898296,41.6464403,-99056,4636082,the travel brand,269
POINT (-0.8894298 41.6464797),Voilá Contract Solutions,,,,,architect,,,,,,,,-0.8894298,41.6464797,-99011,4636086,voilá contract solutions,269
POINT (-0.8870935 41.6454505),Estética Cesval;Viajes Vi.al,beauty;travel_agency,,,,,,,,,,,,-0.8870935,41.6454505,-98751,4635972,estética cesval;viajes vi.al,286
POINT (-0.8884817 41.6461775),Florencia,jewelry,,,,,,,,,,,,-0.8884817,41.6461775,-98906,4636052,florencia,275
POINT (-0.8884166 41.6462042),Grupo Lobe,,,,,estate_agent,,,,,,,,-0.8884166,41.6462042,-98899,4636055,grupo lobe,275
POINT (-0.8886629 41.6461092),Helados Italianos,beverages,,,,,,,,,,,,-0.8886629,41.6461092,-98926,4636045,helados italianos,275
POINT (-0.8882601 41.6462597),Caixabank,,bank,,,,,,,,Caixabank,,,-0.8882601,41.6462597,-98881,4636062,caixabank,275
POINT (-0.8870331 41.6458279),Mobiliario Cota,furniture,,,,,,,,,,,,-0.8870331,41.6458279,-98745,4636014,mobiliario cota,-1
POINT (-0.8870455 41.6456855),Ortopedia Silvio,hearing_aids,,,,,,,,,,,,-0.8870455,41.6456855,-98746,4635998,ortopedia silvio,-1
POINT (-0.8883035 41.6462458),Peluquería Arte-Miss,,,,,educational_institution,,,,,,,,-0.8883035,41.6462458,-98886,4636060,peluquería arte-miss,275
POINT (-0.8870238 41.6458997),Peluquería Eleyce,hairdresser,,,,,,,,,,,,-0.8870238,41.6458997,-98743,4636022,peluquería eleyce,286
POINT (-0.8871028 41.6461046),Emi Beauty Studio,beauty,,,,,,,,,,,,-0.8871028,41.6461046,-98752,4636044,emi beauty studio,287
POINT (-0.887095 41.6452849),Turquesa,clothes,,,,,,,,,,,,-0.887095,41.6452849,-98751,4635953,turquesa,286
POINT (-0.9003973 41.6485504),Eva Abenoza,hairdresser,,,,,,,,,,,,-0.9003973,41.6485504,-100232,4636317,eva abenoza,188
POINT (-0.8937752 41.6567143),Másqueyoga,,,,,,fitness_centre,,,,,,,-0.8937752,41.6567143,-99495,4637225,másqueyoga,154
POINT (-0.8939708 41.6562547),Reale,,,,,insurance,,,,,Reale,,,-0.8939708,41.6562547,-99517,4637174,reale,154
POINT (-0.893347 41.6568854),Honda Mobicsa,motorcycle,,,,,,,,,,,,-0.893347,41.6568854,-99447,4637244,honda mobicsa,-1
POINT (-0.8943025 41.6560576),Fernando Lozano,hairdresser,,,,,,,,,,,,-0.8943025,41.6560576,-99554,4637152,fernando lozano,154
POINT (-0.8924625 41.6722619),Abanca,,bank,,,,,Calle de Pablo Ruiz Picasso,,50018.0,Abanca,,,-0.8924625,41.6722619,-99349,4638956,abanca,-1
POINT (-0.8911061 41.6723858),Nautalia,,,,,travel_agent,,,,,,,,-0.8911061,41.6723858,-99198,4638970,nautalia,-1
POINT (-0.8725416 41.6469062),La Tundra,,cafe,,,,,,,,,,,-0.8725416,41.6469062,-97131,4636134,la tundra,185
POINT (-0.8727509 41.6468138),Las Torres,jewelry,,,,,,,,,,,,-0.8727509,41.6468138,-97155,4636123,las torres,185
POINT (-0.9081367 41.6553601),Midas,car_repair,,,,,,,,,Midas,,,-0.9081367,41.6553601,-101094,4637075,midas,-1
POINT (-0.9078457 41.6552343),Merkal,shoes,,,,,,,,,,,,-0.9078457,41.6552343,-101061,4637061,merkal,-1
POINT (-0.8608326 41.6509493),Aqualogy,,,,,company,,,,,,,,-0.8608326,41.6509493,-95828,4636584,aqualogy,-1
POINT (-0.8725069 41.6465855),Armo,kitchen,,,,,,,,,,,,-0.8725069,41.6465855,-97127,4636098,armo,185
POINT (-0.8725485 41.6467873),Beds,bed,,,,,,,,,,,,-0.8725485,41.6467873,-97132,4636120,beds,185
POINT (-0.8954976 41.6399017),Aifon,hearing_aids,,,,,,,,,,,,-0.8954976,41.6399017,-99687,4635354,aifon,235
POINT (-0.8956468 41.6397376),Centro óptico Vidal,optician,,,,,,,,,,,,-0.8956468,41.6397376,-99703,4635336,centro óptico vidal,235
POINT (-0.904065 41.6698288),Sarga,,,,,company,,,,,,,,-0.904065,41.6698288,-100641,4638685,sarga,52
POINT (-0.8872415 41.6398981),Turco Döner Kebab,,fast_food,,,,,,,,,,kebab,-0.8872415,41.6398981,-98768,4635353,turco döner kebab,-1
POINT (-0.8843787 41.6539645),Taste of America,supermarket,,,,,,,,,,,,-0.8843787,41.6539645,-98449,4636919,taste of america,250
POINT (-0.88397 41.653807),Multiópticas,optician,,,,,,,,,Multiópticas,,,-0.88397,41.653807,-98404,4636902,multiópticas,-1
POINT (-0.8737877 41.6550757),Clínica Baviera,,clinic,,,,,,,,,,,-0.8737877,41.6550757,-97270,4637043,clínica baviera,-1
POINT (-0.8714027 41.6762426),Martín Martín,convenience,,,,,,,,,Martín Martín,,,-0.8714027,41.6762426,-97005,4639399,martín martín,68
POINT (-0.9025839 41.6533098),Lavadón Express,laundry,,,,,,,,,,,,-0.9025839,41.6533098,-100476,4636846,lavadón express,143
POINT (-0.902343 41.6533375),Money Transformers,second_hand,,,,,,Calle de Marcelino Unceta,7,50010.0,,,,-0.902343,41.6533375,-100449,4636850,money transformers,143
POINT (-0.886717 41.6479226),Abanca,,bank,,,,,Paseo de Pamplona,1,,Abanca,,,-0.886717,41.6479226,-98709,4636247,abanca,215
POINT (-0.8830653 41.6504515),,jewelry,,,,,,,,,,,,-0.8830653,41.6504515,-98303,4636528,,249
POINT (-0.8860956 41.6398027),La Rosaleda,florist,,,,,,,,,,,,-0.8860956,41.6398027,-98640,4635343,la rosaleda,222
POINT (-0.8845085 41.6542736),Ibiza,,cafe,,,,,,,,,,,-0.8845085,41.6542736,-98463,4636954,ibiza,250
POINT (-0.883306 41.6502246),Starbucks,,cafe,,,,,,,,Starbucks,,coffee_shop,-0.883306,41.6502246,-98330,4636503,starbucks,249
POINT (-0.8855782 41.6397978),Eroski City,supermarket,,,,,,,,,Eroski,,,-0.8855782,41.6397978,-98583,4635342,eroski city,-1
POINT (-0.833007 41.667095),Ferretería Mercadal,hardware,,,,,,Avenida de Santa Isabel,70,50016.0,,,,-0.833007,41.667095,-92730,4638381,ferretería mercadal,28
POINT (-0.8799862 41.6534712),La Ternasca,,restaurant,,,,,Calle de Estébanes,,,,,,-0.8799862,41.6534712,-97960,4636864,la ternasca,312
POINT (-0.8635618 41.6604948),Hermanos Gonzalvo,butcher,,,,,,,,,,,,-0.8635618,41.6604948,-96132,4637646,hermanos gonzalvo,91
POINT (-0.8797062 41.6521143),La casa del bacalao,seafood,,,,,,,,,,,,-0.8797062,41.6521143,-97929,4636713,la casa del bacalao,328
POINT (-0.9022648 41.6531804),Aurora Lou,photo,,,,,,,,,,,,-0.9022648,41.6531804,-100440,4636832,aurora lou,143
POINT (-0.9021895 41.6530219),Ecofincas,,,,,estate_agent,,,,,,,,-0.9021895,41.6530219,-100432,4636814,ecofincas,143
POINT (-0.8802595 41.6394578),Pasicos,clothes,,,,,,,,,,,,-0.8802595,41.6394578,-97990,4635304,pasicos,204
POINT (-0.8990317 41.6498787),Ferretería Aries,hardware,,,,,,,,,,,,-0.8990317,41.6498787,-100080,4636464,ferretería aries,231
POINT (-0.884258 41.6529374),B The Travel Brand,travel_agency,,,,,,,,,,,,-0.884258,41.6529374,-98436,4636805,b the travel brand,-1
POINT (-0.8832851 41.6484812),Pedro Beltrán,hairdresser,,,,,,,,,,,,-0.8832851,41.6484812,-98327,4636309,pedro beltrán,237
POINT (-0.9023789 41.6534545),La Flamenquilla,clothes,,,,,,,,,,,,-0.9023789,41.6534545,-100453,4636863,la flamenquilla,143
POINT (-0.8870605 41.6494205),Hyperluz,lighting,,,,,,,,,,,,-0.8870605,41.6494205,-98748,4636413,hyperluz,-1
POINT (-0.8759036 41.6497133),Pasta &Pizza,,fast_food,,,,,,,,,,,-0.8759036,41.6497133,-97506,4636446,pasta &pizza,-1
POINT (-0.8789166 41.6529723),Inmopiso,,,,,estate_agent,,,,,,,,-0.8789166,41.6529723,-97841,4636809,inmopiso,303
POINT (-0.879 41.6528496),Xi Store,clothes,,,,,,,,,,,,-0.879,41.6528496,-97850,4636795,xi store,303
POINT (-0.8855943 41.6445929),Fotoprix,photo,,,,,,,,,Fotoprix,,,-0.8855943,41.6445929,-98584,4635876,fotoprix,290
POINT (-0.8766818 41.6551287),,vacant,,,,,,,,,,,,-0.8766818,41.6551287,-97592,4637049,,300
POINT (-0.8766374 41.6551656),El Maño,gift,,,,,,,,,,,,-0.8766374,41.6551656,-97587,4637053,el maño,300
POINT (-0.879788 41.6522912),Cardiff Hombre,clothes,,,,,,,,,,,,-0.879788,41.6522912,-97938,4636733,cardiff hombre,328
POINT (-0.8725126 41.6462638),La casa del pan,bakery,,,,,,,,,,,,-0.8725126,41.6462638,-97128,4636062,la casa del pan,185
POINT (-0.8888262 41.6429193),Evaflor,florist,,,,,,,,,,,,-0.8888262,41.6429193,-98944,4635690,evaflor,-1
POINT (-0.8774318 41.6542207),Razza,clothes,,,,,,,,,,,,-0.8774318,41.6542207,-97676,4636948,razza,300
POINT (-0.8931526 41.6449581),Iberdrola,,,,,energy_supplier,,,,,,Iberdrola,,-0.8931526,41.6449581,-99426,4635917,iberdrola,279
POINT (-0.8926156 41.6444861),Ares,jewelry,,,,,,,,,,,,-0.8926156,41.6444861,-99366,4635864,ares,297
POINT (-0.8939427 41.6468778),Asociación de artistas plásticos Goya Aragón,,,,,association,,,,,,,,-0.8939427,41.6468778,-99514,4636130,asociación de artistas plásticos goya aragón,-1
POINT (-0.893888 41.6461869),Audio Goya,electronics,,,,,,,,,,,,-0.893888,41.6461869,-99508,4636054,audio goya,241
POINT (-0.8928806 41.6452142),Bar Irún,,cafe,,,,,,,,,,,-0.8928806,41.6452142,-99395,4635945,bar irún,259
POINT (-0.8926345 41.64514),Buenacara,,restaurant,,,,,,,,,,,-0.8926345,41.64514,-99368,4635937,buenacara,259
POINT (-0.8925111 41.6453054),Cachet,boutique,,,,,,,,,,,,-0.8925111,41.6453054,-99354,4635955,cachet,259
POINT (-0.8935283 41.6474116),Calzados Komodos,shoes,,,,,,,,,,,,-0.8935283,41.6474116,-99468,4636190,calzados komodos,224
POINT (-0.8923274 41.6455815),Centro Comercial Goya. Pasaje.,clothes,,,,,,,,,,,,-0.8923274,41.6455815,-99334,4635986,centro comercial goya. pasaje.,259
POINT (-0.8924541 41.6453861),Charcutería Cristina,butcher,,,,,,,,,,,,-0.8924541,41.6453861,-99348,4635964,charcutería cristina,259
POINT (-0.892666 41.6450999),Clinc,boutique,,,,,,,,,,,,-0.892666,41.6450999,-99372,4635933,clinc,259
POINT (-0.8925359 41.6452773),Colchonería Beltrán,bed,,,,,,,,,,,,-0.8925359,41.6452773,-99357,4635952,colchonería beltrán,259
POINT (-0.8934688 41.6469776),Copistería Goya,copyshop,,,,,,,,,,,,-0.8934688,41.6469776,-99461,4636142,copistería goya,224
POINT (-0.893483 41.647015),Masajes Sinués,,,,alternative,,,,,,,,,-0.893483,41.647015,-99463,4636146,masajes sinués,224
POINT (-0.892835 41.6451736),Dulces Tentaciones,convenience,,,,,,,,,,,,-0.892835,41.6451736,-99390,4635941,dulces tentaciones,259
POINT (-0.8923642 41.6455499),El Mercao,supermarket,,,,,,,,,,,,-0.8923642,41.6455499,-99338,4635983,el mercao,259
POINT (-0.8933783 41.6464585),El Sueño de la Razón,,cafe,,,,,,,,,,,-0.8933783,41.6464585,-99451,4636084,el sueño de la razón,-1
POINT (-0.8934114 41.6463473),El Salón de María,hairdresser,,,,,,,,,,,,-0.8934114,41.6463473,-99455,4636071,el salón de maría,-1
POINT (-0.8930473 41.6447603),Estanco 34,tobacco,,,,,,,,,,,,-0.8930473,41.6447603,-99414,4635895,estanco 34,279
POINT (-0.8929637 41.6453154),Baig,greengrocer,,,,,,,,,,,,-0.8929637,41.6453154,-99405,4635957,baig,259
POINT (-0.8935263 41.645477),Fundación Proclave,,,,,foundation,,,,,,,,-0.8935263,41.645477,-99467,4635974,fundación proclave,-1
POINT (-0.893562 41.6456082),Goya 69,clothes,,,,,,,,,,,,-0.893562,41.6456082,-99471,4635989,goya 69,-1
POINT (-0.8929315 41.6452763),Innovación y nuevas tecnologías consulting,,,,,company,,,,,,,,-0.8929315,41.6452763,-99401,4635952,innovación y nuevas tecnologías consulting,259
POINT (-0.8939686 41.6461003),La Casa de los Carrillones,jewelry,,,,,,,,,,,,-0.8939686,41.6461003,-99517,4636044,la casa de los carrillones,241
POINT (-0.8918761 41.6459668),La Hispánica,lottery,,,,,,,,,,,,-0.8918761,41.6459668,-99284,4636029,la hispánica,259
POINT (-0.893126 41.6449322),Lencería Martika,clothes,,,,,,,,,,,,-0.893126,41.6449322,-99423,4635914,lencería martika,279
POINT (-0.892732 41.6446136),Nautalia,travel_agency,,,,,,,,,,,,-0.892732,41.6446136,-99379,4635878,nautalia,297
POINT (-0.8932856 41.6457894),Pasaje Goya,clothes,,,,,,,,,,,,-0.8932856,41.6457894,-99441,4636009,pasaje goya,-1
POINT (-0.8936708 41.645785),Pincolor,paint,,,,,,,,,,,,-0.8936708,41.645785,-99483,4636009,pincolor,-1
POINT (-0.8932317 41.6450544),SytmaSport,sports,,,,,,,,,,,,-0.8932317,41.6450544,-99435,4635927,sytmasport,-1
POINT (-0.892096 41.6456737),Tintorería Rosell,dry_cleaning,,,,,,,,,,,,-0.892096,41.6456737,-99308,4635996,tintorería rosell,259
POINT (-0.8934917 41.6470615),Viajes Izcaltur,travel_agency,,,,,,,,,,,,-0.8934917,41.6470615,-99463,4636151,viajes izcaltur,224
POINT (-0.893173 41.6449803),Zona Entrenamiento Personal,,,,,,sports_centre,,,,,,,-0.893173,41.6449803,-99428,4635919,zona entrenamiento personal,279
POINT (-0.8934449 41.646853),Britannia,,language_school,,,,,,,,,,,-0.8934449,41.646853,-99458,4636128,britannia,224
POINT (-0.8935438 41.6475195),My English School,,language_school,,,,,,,,,,,-0.8935438,41.6475195,-99469,4636202,my english school,-1
POINT (-0.8937499 41.6459643),Óptica Goya,optician,,,,,,,,,,,,-0.8937499,41.6459643,-99492,4636029,óptica goya,241
POINT (-0.889888 41.6506366),Adecco,,,,,company,,,,,,,,-0.889888,41.6506366,-99062,4636549,adecco,199
POINT (-0.8872405 41.6453393),Alberto Bañuelos,hairdresser,,,,,,,,,,,,-0.8872405,41.6453393,-98768,4635959,alberto bañuelos,286
POINT (-0.8884799 41.6499169),Alfombras Latorre,carpet,,,,,,,,,,,,-0.8884799,41.6499169,-98906,4636469,alfombras latorre,216
POINT (-0.9076284 41.6552344),Asepeyo,,clinic,,clinic,company,,,,,Asepeyo,,,-0.9076284,41.6552344,-101037,4637061,asepeyo,-1
POINT (-0.8983612 41.6548883),Asesoría Pérez Miñana,,,,,financial_advisor,,,,,,,,-0.8983612,41.6548883,-100006,4637022,asesoría pérez miñana,133
POINT (-0.8968543 41.6549835),Asociación aragonesa de laringetomizados y limitados de la voz,,,,,association,,,,,,,,-0.8968543,41.6549835,-99838,4637033,asociación aragonesa de laringetomizados y limitados de la voz,-1
POINT (-0.9183982 41.6591804),Max Mak Hiperhogar,doityourself,,,,,,,,,,,,-0.9183982,41.6591804,-102236,4637500,max mak hiperhogar,66
POINT (-0.8869356 41.6483304),CAC,furniture,,,,,,,,,,,,-0.8869356,41.6483304,-98734,4636292,cac,215
POINT (-0.904653 41.6549621),Cafetería Blue,,cafe,,,,,,,,,,,-0.904653,41.6549621,-100706,4637030,cafetería blue,132
POINT (-0.9071685 41.6552598),Cafetería Los Patos,,cafe,,,,,,,,,,,-0.9071685,41.6552598,-100986,4637064,cafetería los patos,-1
POINT (-0.8912137 41.651469),Cafetería Maiomar,,cafe,,,,,,,,,,,-0.8912137,41.651469,-99210,4636642,cafetería maiomar,-1
POINT (-0.9058963 41.6550893),Caixabank,,bank,,,,,,,,Caixabank,,,-0.9058963,41.6550893,-100844,4637045,caixabank,128
POINT (-0.8875399 41.6491274),Catalana Occidente,,,,,insurance,,,,,Catalana Occidente,,,-0.8875399,41.6491274,-98801,4636381,catalana occidente,216
POINT (-0.8859452 41.6457824),100 Montaditos,,restaurant,,,,,,,,100 Montaditos,,sandwich,-0.8859452,41.6457824,-98623,4636008,100 montaditos,234
POINT (-0.8867735 41.6480305),New Chambolier,,cafe,,,,,,,,,,,-0.8867735,41.6480305,-98716,4636259,new chambolier,215
POINT (-0.9068347 41.6552229),Chollo Navarra,department_store,,,,,,,,,,,,-0.9068347,41.6552229,-100949,4637059,chollo navarra,128
POINT (-0.9068875 41.6552611),Ciclos Aragón,bicycle,,,,,,,,,,,,-0.9068875,41.6552611,-100955,4637064,ciclos aragón,-1
POINT (-0.886679 41.6448741),Clínica Sagasta,,clinic,,,,,,,,,,,-0.886679,41.6448741,-98705,4635907,clínica sagasta,-1
POINT (-0.8859588 41.6454154),Clínica dental Doctor Montis,,dentist,,dentist,,,,,,,,,-0.8859588,41.6454154,-98625,4635968,clínica dental doctor montis,234
POINT (-0.8858392 41.6463389),Clínica dental Doctor Toledo,,dentist,,dentist,,,,,,,,,-0.8858392,41.6463389,-98612,4636070,clínica dental doctor toledo,234
POINT (-0.8883965 41.6498724),Clínica dental Servet,,dentist,,dentist,,,,,,,,,-0.8883965,41.6498724,-98896,4636464,clínica dental servet,216
POINT (-0.9302851 41.6632921),Depaso,convenience,,,,,,,,,,,,-0.9302851,41.6632921,-103559,4637958,depaso,47
POINT (-0.8986056 41.654831),Dogar,,,,,consulting,,,,,,,,-0.8986056,41.654831,-100033,4637016,dogar,133
POINT (-0.8891322 41.6503013),Frutas Visiedo,greengrocer,,,,,,,,,,,,-0.8891322,41.6503013,-98978,4636512,frutas visiedo,199
POINT (-0.8886145 41.6499946),El Rincón,confectionery,,,,,,,,,El Rincón,,,-0.8886145,41.6499946,-98921,4636477,el rincón,216
POINT (-0.8885514 41.6499615),Gusta Fasi,clothes,,,,,,,,,,,,-0.8885514,41.6499615,-98914,4636474,gusta fasi,216
POINT (-0.9003422 41.654401),Brasería Espa-Nica,,restaurant,,,,,,,,,,,-0.9003422,41.654401,-100226,4636968,brasería espa-nica,142
POINT (-0.9061705 41.6551326),Honda maquinaria Sampietro,hardware,,,,,,,,,,,,-0.9061705,41.6551326,-100875,4637049,honda maquinaria sampietro,128
POINT (-0.9043294 41.6549226),Jennifer Calzados,shoes,,,,,,,,,,,,-0.9043294,41.6549226,-100670,4637026,jennifer calzados,132
POINT (-0.8858252 41.6463965),Laboral Kutxa,,bank,,,,,,,,Laboral Kutxa,,,-0.8858252,41.6463965,-98610,4636077,laboral kutxa,234
POINT (-0.8876198 41.6492704),Laser 2000,beauty,,,,,,,,,,,,-0.8876198,41.6492704,-98810,4636397,laser 2000,216
POINT (-0.9198671 41.6585685),Lúzete,lighting,,,,,,,,,,,,-0.9198671,41.6585685,-102400,4637432,lúzete,66
POINT (-0.8871964 41.648587),MC Mutual,,,,,insurance,,,,,,,,-0.8871964,41.648587,-98763,4636321,mc mutual,-1
POINT (-0.911213 41.6560803),Madisa,,,,,company,,,,,,,,-0.911213,41.6560803,-101436,4637155,madisa,-1
POINT (-0.9102202 41.6557459),MasterD,,school,,,,,,,,,,,-0.9102202,41.6557459,-101326,4637118,masterd,104
POINT (-0.9002536 41.6544275),Bodegas G. Alejandro,brewing_supplies,,,,,,,,,,,,-0.9002536,41.6544275,-100216,4636971,bodegas g. alejandro,142
POINT (-0.8910495 41.6512928),PCBox,computer,,,,,,,,,,,,-0.8910495,41.6512928,-99192,4636622,pcbox,-1
POINT (-0.885964 41.645651),Estoril,,pub,,,,,,,,,,,-0.885964,41.645651,-98626,4635994,estoril,234
POINT (-0.8859759 41.6454977),Roche Bobois,furniture,,,,,,,,,Roche Bobois,,,-0.8859759,41.6454977,-98627,4635977,roche bobois,234
POINT (-0.9099379 41.655648),Servionica. Servicio Hitachi.,,,,,company,,,,,,,,-0.9099379,41.655648,-101294,4637107,servionica. servicio hitachi.,104
POINT (-0.9114104 41.6561426),Tecnitop,,,,,company,,Avenida de Navarra,,50017.0,,,,-0.9114104,41.6561426,-101458,4637162,tecnitop,-1
POINT (-0.9108695 41.6559959),Tecnoplagas XXI,,,,,company,,,,,,,,-0.9108695,41.6559959,-101398,4637145,tecnoplagas xxi,104
POINT (-0.8901331 41.650785),Ibercaja,,bank,,,,,,,,Ibercaja,,,-0.8901331,41.650785,-99090,4636565,ibercaja,-1
POINT (-0.8867519 41.6479902),El Tinte de los Alemanes,dry_cleaning,,,,,,,,,,,,-0.8867519,41.6479902,-98713,4636254,el tinte de los alemanes,215
POINT (-0.9604705 41.6785438),Araces Hostelería,furniture,,,,,,,,,,,,-0.9604705,41.6785438,-106920,4639655,araces hostelería,15
POINT (-0.9560524 41.6793081),Arquinsa,hardware,,,,,,,,,,,,-0.9560524,41.6793081,-106428,4639741,arquinsa,15
POINT (-0.9581635 41.6785591),Artecma Carretillas,hardware,,,,,,Calle Zuera,14,,,,,-0.9581635,41.6785591,-106663,4639657,artecma carretillas,15
POINT (-0.9592395 41.6779804),Autoservicio ventas Fontasa,hardware,,,,,,Calle Zuera,,,,,,-0.9592395,41.6779804,-106783,4639593,autoservicio ventas fontasa,15
POINT (-0.9557045 41.6791094),Avenmar,hardware,,,,,,Calle Zuera,24,,,,,-0.9557045,41.6791094,-106389,4639718,avenmar,15
POINT (-0.9563331 41.6773492),BMW Goya Motorrad,motorcycle,,,,,,,,,,,,-0.9563331,41.6773492,-106459,4639523,bmw goya motorrad,15
POINT (-0.9614325 41.679461),Bernad Agricultura,car_parts,,,,,,,,,,,,-0.9614325,41.679461,-107027,4639758,bernad agricultura,15
POINT (-0.9583068 41.6784237),Copes,hardware,,,,,,,,,,,,-0.9583068,41.6784237,-106679,4639642,copes,15
POINT (-0.9624704 41.6798541),Coucher,furniture,,,,,,,,,,,,-0.9624704,41.6798541,-107142,4639801,coucher,15
POINT (-0.95626 41.6779694),Daelim,motorcycle,,,,,,,,,,,,-0.95626,41.6779694,-106451,4639592,daelim,15
POINT (-0.9566928 41.6797073),ing Telecomunicaciones,,,,,telecommunication,,Calle Zuera,24,,,,,-0.9566928,41.6797073,-106499,4639785,ing telecomunicaciones,15
