geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Zaragoza_hdbscan_5_5
POINT (-0.896261 41.6398315),Librería Portada de Actualidad,books,,,,,,Paseo de Fernando El Católico,44,,,,,-0.896261,41.6398315,-99772,4635346,librería portada de actualidad,-1
POINT (-0.896315 41.6397803),Sleeper,bed,,,,,,Paseo de Fernando El Católico,46,,,,,-0.896315,41.6397803,-99778,4635340,sleeper,229
POINT (-0.8963698 41.6397144),La Corona de Fernando el Católico,,restaurant,,,,,Paseo de Fernando El Católico,48,,,,,-0.8963698,41.6397144,-99784,4635333,la corona de fernando el católico,229
POINT (-0.8964193 41.639655),Herbodietética Sánchez,herbalist,,,,,,Paseo de Fernando El Católico,52,,,,,-0.8964193,41.639655,-99789,4635326,herbodietética sánchez,229
POINT (-0.8964698 41.6396053),Nara,beauty,,,,,,Paseo de Fernando El Católico,50,,,,,-0.8964698,41.6396053,-99795,4635321,nara,229
POINT (-0.8965101 41.639563),Los Mayses,,cafe,,,,,Paseo de Fernando El Católico,52,,,,,-0.8965101,41.639563,-99800,4635316,los mayses,229
POINT (-0.8965606 41.6395081),Bodegas El Pilar,wine,,,,,,Paseo de Fernando El Católico,52,,,,,-0.8965606,41.6395081,-99805,4635310,bodegas el pilar,229
POINT (-0.896598 41.639472),Alcampo,supermarket,,,,,,Paseo de Fernando El Católico,52,,Alcampo,,,-0.896598,41.639472,-99809,4635306,alcampo,229
POINT (-0.8966474 41.6394105),Supermercado Cirac,supermarket,,,,,,Paseo de Fernando El Católico,54,,,,,-0.8966474,41.6394105,-99815,4635299,supermercado cirac,229
POINT (-0.8966732 41.6393808),Miguel,hairdresser,,,,,,Paseo de Fernando El Católico,54,,,,,-0.8966732,41.6393808,-99818,4635296,miguel,229
POINT (-0.8967402 41.6393113),Pizzeria da Francesco,,restaurant,,,,,Paseo de Fernando El Católico,54,,,,pizza,-0.8967402,41.6393113,-99825,4635288,pizzeria da francesco,229
POINT (-0.8967648 41.6392829),La Ciruela 3,curtain,,,,,,Paseo de Fernando El Católico,54,,,,,-0.8967648,41.6392829,-99828,4635285,la ciruela 3,229
POINT (-0.8968272 41.6392236),Caixabank,,bank,,,,,Paseo de Fernando El Católico,58,,Caixabank,,,-0.8968272,41.6392236,-99835,4635278,caixabank,229
POINT (-0.8974228 41.6385767),Emilio Ballesteros,hairdresser,,,,,,Paseo de Fernando El Católico,64,,,,,-0.8974228,41.6385767,-99901,4635206,emilio ballesteros,228
POINT (-0.8974893 41.6385018),Henry Vargas,hairdresser,,,,,,Paseo de Fernando El Católico,64,,,,,-0.8974893,41.6385018,-99909,4635198,henry vargas,228
POINT (-0.897596 41.6383912),Bazar Romareda,convenience,,,,,,Paseo de Fernando El Católico,66,,,,,-0.897596,41.6383912,-99920,4635186,bazar romareda,228
POINT (-0.8981801 41.63804),Comercial Usón,hardware,,,,,,Plaza del Emperador Carlos V,1,,,,,-0.8981801,41.63804,-99985,4635147,comercial usón,-1
POINT (-0.8516963 41.6867355),,,charging_station,,,,,,,,,MercaCorreas s.l,,-0.8516963,41.6867355,-94811,4640567,,-1
POINT (-0.8908627 41.6545918),,,charging_station,,,,,,,,,IBIL,,-0.8908627,41.6545918,-99171,4636989,,-1
POINT (-0.8733038 41.6423981),Perfumería Patricia,perfumery,,,,,,Calle del Escultor Félix Burriel,2,,,,,-0.8733038,41.6423981,-97216,4635632,perfumería patricia,192
POINT (-0.8733849 41.6424026),Mario Duart,hairdresser,,,,,,Calle del Escultor Félix Burriel,2,,,,,-0.8733849,41.6424026,-97225,4635632,mario duart,192
POINT (-0.8734459 41.6423935),Consumars,stationery,,,,,,Calle del Escultor Félix Burriel,2,,,,,-0.8734459,41.6423935,-97232,4635631,consumars,192
POINT (-0.8734064 41.6421881),Mincha,bakery,,,,,,Calle del Escultor Félix Burriel,1,,,,,-0.8734064,41.6421881,-97228,4635608,mincha,192
POINT (-0.873452 41.6421821),Duo,,cafe,,,,,Calle del Escultor Félix Burriel,1,,,,,-0.873452,41.6421821,-97233,4635608,duo,192
POINT (-0.8736008 41.6424056),El Escultor,,cafe,,,,,Calle del Escultor Félix Burriel,2,,,,,-0.8736008,41.6424056,-97249,4635633,el escultor,192
POINT (-0.8735619 41.6421761),Las Flores de Consuelo,florist,,,,,,Calle del Escultor Félix Burriel,1,,,,,-0.8735619,41.6421761,-97245,4635607,las flores de consuelo,192
POINT (-0.8736706 41.6421871),Stratus,hairdresser,,,,,,Calle del Escultor Félix Burriel,3,,,,,-0.8736706,41.6421871,-97257,4635608,stratus,192
POINT (-0.8737604 41.6421741),Lord Byron,,bar,,,,,Calle del Escultor Félix Burriel,3,,,,,-0.8737604,41.6421741,-97267,4635607,lord byron,192
POINT (-0.8735096 41.6424141),Monnelleta España,hardware,,,,,,Calle del Escultor Félix Burriel,6,,,,,-0.8735096,41.6424141,-97239,4635634,monnelleta españa,192
POINT (-0.8736424 41.6423895),Reparación calzado J.C. Castillo,shoes,,,,,,Calle del Escultor Félix Burriel,6,,,,,-0.8736424,41.6423895,-97254,4635631,reparación calzado j.c. castillo,192
POINT (-0.8741038 41.6421711),Pizza Negra,,fast_food,,,,,Calle del Escultor Félix Burriel,7,,,,,-0.8741038,41.6421711,-97305,4635606,pizza negra,-1
POINT (-0.8741641 41.6421741),Clínica Veterinaria Alierta,,veterinary,,,,,Calle del Escultor Félix Burriel,7,,,,,-0.8741641,41.6421741,-97312,4635607,clínica veterinaria alierta,-1
POINT (-0.8742607 41.6421741),El Babuino,,restaurant,,,,,Calle del Escultor Félix Burriel,7,,,,,-0.8742607,41.6421741,-97323,4635607,el babuino,-1
POINT (-0.8743116 41.6424517),Savicente,hairdresser,,,,,,Calle Manuel Lorenzo Pardo,2,50008.0,,,,-0.8743116,41.6424517,-97328,4635638,savicente,190
POINT (-0.8745369 41.6423835),NBA,,cafe,,,,,Calle Manuel Lorenzo Pardo,1,50008.0,,,,-0.8745369,41.6423835,-97353,4635630,nba,190
POINT (-0.8745973 41.642599),Lassira,,,,,estate_agent,,Calle Manuel Lorenzo Pardo,3,50008.0,,,,-0.8745973,41.642599,-97360,4635654,lassira,190
POINT (-0.874439 41.642579),Almacenes Sorando,clothes,,,,,,Calle Manuel Lorenzo Pardo,4,50008.0,,,,-0.874439,41.642579,-97343,4635652,almacenes sorando,190
POINT (-0.8746898 41.6426942),Almar,,cafe,,,,,Calle Manuel Lorenzo Pardo,7,50008.0,,,,-0.8746898,41.6426942,-97370,4635665,almar,190
POINT (-0.8744847 41.6427153),Algo + q masaje,massage,,,,,,Calle Manuel Lorenzo Pardo,6,50008.0,,,,-0.8744847,41.6427153,-97348,4635667,algo + q masaje,190
POINT (-0.8748212 41.6428816),Vanesa,hairdresser,,,,,,Calle Manuel Lorenzo Pardo,11,50008.0,,,,-0.8748212,41.6428816,-97385,4635686,vanesa,189
POINT (-0.8748977 41.6429618),Monarres,,cafe,,,,,Calle Manuel Lorenzo Pardo,15,50008.0,,,,-0.8748977,41.6429618,-97394,4635695,monarres,189
POINT (-0.8747542 41.64304),Talleres Autorrallye,car_repair,,,,,,Calle Manuel Lorenzo Pardo,10,50008.0,,,,-0.8747542,41.64304,-97378,4635703,talleres autorrallye,189
POINT (-0.8748709 41.6431953),El Caracol Peludo II,,cafe,,,,,Calle Manuel Lorenzo Pardo,12,50008.0,,,,-0.8748709,41.6431953,-97391,4635721,el caracol peludo ii,189
POINT (-0.8749312 41.6432835),Reformas Belme,frame,,,,,,Calle Manuel Lorenzo Pardo,12,50008.0,,,,-0.8749312,41.6432835,-97397,4635730,reformas belme,189
POINT (-0.87521 41.6433291),Mercería Alquézar,clothes,,,,,,Calle Manuel Lorenzo Pardo,23,50008.0,,,,-0.87521,41.6433291,-97428,4635735,mercería alquézar,189
POINT (-0.8750787 41.6434509),Talleres Otín,car_repair,,,,,,Calle Manuel Lorenzo Pardo,14,50008.0,,,,-0.8750787,41.6434509,-97414,4635749,talleres otín,189
POINT (-0.8751954 41.6435892),Zapatillas Pili,shoes,,,,,,Calle Manuel Lorenzo Pardo,18,50008.0,,,,-0.8751954,41.6435892,-97427,4635764,zapatillas pili,189
POINT (-0.8753832 41.6435431),Cervecería El Arcángel,,bar,,,,,Calle Manuel Lorenzo Pardo,20,50008.0,,,,-0.8753832,41.6435431,-97448,4635759,cervecería el arcángel,189
POINT (-0.8754462 41.6438938),Erika,hairdresser,,,,,,Calle Manuel Lorenzo Pardo,24,50008.0,,,,-0.8754462,41.6438938,-97455,4635798,erika,-1
POINT (-0.8757238 41.6439349),Vian Motomobile,motorcycle,,,,,,Calle Manuel Lorenzo Pardo,25,50008.0,,,,-0.8757238,41.6439349,-97486,4635803,vian motomobile,-1
POINT (-0.8756889 41.6441875),Escuela Tattoo A2,frame,,,,,,Calle Manuel Lorenzo Pardo,26,50008.0,,,,-0.8756889,41.6441875,-97482,4635831,escuela tattoo a2,186
POINT (-0.8757386 41.6442997),Maria's Cantina,frame,,,,,,Calle Manuel Lorenzo Pardo,28,50008.0,,,,-0.8757386,41.6442997,-97487,4635843,maria's cantina,186
POINT (-0.8757909 41.6443739),Comercial Quemoil,hardware,,,,,,Calle Manuel Lorenzo Pardo,30,50008.0,,,,-0.8757909,41.6443739,-97493,4635852,comercial quemoil,186
POINT (-0.8758391 41.644406),Tiless,frame,,,,,,Calle Manuel Lorenzo Pardo,30,50008.0,,,,-0.8758391,41.644406,-97498,4635855,tiless,186
POINT (-0.8762236 41.6449328),Bisutería Rosa,gift,,,,,,Calle Manuel Lorenzo Pardo,36,50008.0,,,,-0.8762236,41.6449328,-97541,4635914,bisutería rosa,-1
POINT (-0.876681 41.6448572),Free Hair,hairdresser,,,,,,Calle Manuel Lorenzo Pardo,,50008.0,,,,-0.876681,41.6448572,-97592,4635906,free hair,186
POINT (-0.8764976 41.6449455),Moda Madeira,clothes,,,,,,Calle Manuel Lorenzo Pardo,,50008.0,,,,-0.8764976,41.6449455,-97572,4635915,moda madeira,-1
POINT (-0.8763742 41.6450895),Seguros Santa Lucía,,,,,insurance,,Calle Manuel Lorenzo Pardo,36,50008.0,,,,-0.8763742,41.6450895,-97558,4635931,seguros santa lucía,-1
POINT (-0.8709106 41.644421),Selkis,hairdresser,,,,,,Calle del Monasterio de Poblet,2,,,,,-0.8709106,41.644421,-96950,4635857,selkis,178
POINT (-0.8714148 41.6441073),Taberna O'Cantal,,cafe,,,,,Calle del Monasterio de Poblet,2,,,,,-0.8714148,41.6441073,-97006,4635822,taberna o'cantal,178
POINT (-0.8711862 41.6438122),Revistas del Barrio,car_repair,,,,,,Calle del Monasterio de Poblet,2,,,,,-0.8711862,41.6438122,-96980,4635789,revistas del barrio,178
POINT (-0.8709763 41.6439359),Talleres Poblet,car_repair,,,,,,Calle del Monasterio de Poblet,1,,,,,-0.8709763,41.6439359,-96957,4635803,talleres poblet,178
POINT (-0.8710849 41.6437335),Aclos,hardware,,,,,,Calle del Monasterio de Poblet,6,,,,,-0.8710849,41.6437335,-96969,4635780,aclos,178
POINT (-0.8710428 41.6437199),Deep Dye,hairdresser,,,,,,Calle del Monasterio de Poblet,8,,,,,-0.8710428,41.6437199,-96964,4635779,deep dye,178
POINT (-0.8709917 41.6436595),Mercadona,supermarket,,,,,,Calle del Monasterio de Poblet,10,,Mercadona,,,-0.8709917,41.6436595,-96959,4635772,mercadona,178
POINT (-0.8706075 41.643505),Tapicería J.L. Becerril,furniture,,,,,,Calle del Monasterio de Poblet,11,,,,,-0.8706075,41.643505,-96916,4635755,tapicería j.l. becerril,178
POINT (-0.8707953 41.6434208),Fincas Dalvi,,,,,estate_agent,,Calle del Monasterio de Poblet,18,,,,,-0.8707953,41.6434208,-96937,4635746,fincas dalvi,178
POINT (-0.8705069 41.6433988),Novaláser,beauty,,,,,,Calle del Monasterio de Poblet,11,,,,,-0.8705069,41.6433988,-96905,4635743,novaláser,178
POINT (-0.8703996 41.6432895),Heder,hairdresser,,,,,,Calle del Monasterio de Poblet,13,,,,,-0.8703996,41.6432895,-96893,4635731,heder,178
POINT (-0.8706732 41.6432765),Frutas y Verduras Pak,greengrocer,,,,,,Calle del Monasterio de Poblet,22,,,,,-0.8706732,41.6432765,-96923,4635730,frutas y verduras pak,178
POINT (-0.8705391 41.6431121),Centro Ôptico Ver Más,optician,,,,,,Calle del Monasterio de Poblet,22,,,,,-0.8705391,41.6431121,-96908,4635711,centro ôptico ver más,178
POINT (-0.8702239 41.6431081),Reformas Hermes,interior_decoration,,,,,,Calle del Monasterio de Poblet,17,,,,,-0.8702239,41.6431081,-96873,4635711,reformas hermes,178
POINT (-0.8701877 41.6430821),Lacolada,laundry,,,,,,Calle del Monasterio de Poblet,17,,,,,-0.8701877,41.6430821,-96869,4635708,lacolada,178
POINT (-0.8701663 41.643041),Talleres Blamig,car_repair,,,,,,Calle del Monasterio de Poblet,17,,,,,-0.8701663,41.643041,-96867,4635703,talleres blamig,178
POINT (-0.8700523 41.6429257),Centro de Medicina Natural Amazonia,cosmetics,,,,,,Calle del Monasterio de Poblet,17,,,,,-0.8700523,41.6429257,-96854,4635690,centro de medicina natural amazonia,178
POINT (-0.8699128 41.6427624),Barbudo-Pass,,cafe,,,,,Calle del Monasterio de Poblet,19,,,,,-0.8699128,41.6427624,-96839,4635672,barbudo-pass,178
POINT (-0.8696325 41.6424898),Ibercaja,,bank,,,,,Calle de Juana de Ibarbourou,8,,Ibercaja,,,-0.8696325,41.6424898,-96807,4635642,ibercaja,178
POINT (-0.8697532 41.6420498),Caixabank,,bank,,,,,Calle del Monasterio de Poblet,30,,Caixabank,,,-0.8697532,41.6420498,-96821,4635593,caixabank,178
POINT (-0.8696862 41.6420197),Vis-TT,clothes,,,,,,Calle del Monasterio de Poblet,30,,,,,-0.8696862,41.6420197,-96813,4635590,vis-tt,178
POINT (-0.8693911 41.6421691),Cyan,photo,,,,,,Calle del Monasterio de Poblet,23,,,,,-0.8693911,41.6421691,-96781,4635606,cyan,178
POINT (-0.8693402 41.6421219),Clínica Dental Utrillas,,dentist,,dentist,,,Calle del Monasterio de Poblet,25,,,,,-0.8693402,41.6421219,-96775,4635601,clínica dental utrillas,178
POINT (-0.8694354 41.6419125),Iman,,,,,employment_agency,,Calle del Monasterio de Poblet,25,,,,,-0.8694354,41.6419125,-96786,4635578,iman,178
POINT (-0.8693294 41.6424256),Simply Market,supermarket,,,,,,Calle de Juana de Ibarbourou,5,,Simply Market,,,-0.8693294,41.6424256,-96774,4635635,simply market,178
POINT (-0.8692825 41.6420578),Piel Naosmi,clothes,,,,,,Calle del Monasterio de Poblet,25,,,,,-0.8692825,41.6420578,-96769,4635594,piel naosmi,178
POINT (-0.8691819 41.6419536),Bar Las Cigüeñas,,cafe,,,,,Calle del Monasterio de Poblet,25,,,,,-0.8691819,41.6419536,-96757,4635582,bar las cigüeñas,178
POINT (-0.8694139 41.6417261),Bar Plaza Aguayo,,cafe,,,,,Plaza Pintor Aguayo,2,,,,,-0.8694139,41.6417261,-96783,4635557,bar plaza aguayo,178
POINT (-0.8690371 41.6418012),Centro Médico Utrillas,,clinic,,clinic,,,Calle del Monasterio de Poblet,29,,,,,-0.8690371,41.6418012,-96741,4635565,centro médico utrillas,178
POINT (-0.8688091 41.6415356),Tauro,hairdresser,,,,,,Calle del Monasterio de Poblet,33,,,,,-0.8688091,41.6415356,-96716,4635536,tauro,178
POINT (-0.8687809 41.6415106),Carnicería Mucha Chicha,butcher,,,,,,Calle del Monasterio de Poblet,33,,,,,-0.8687809,41.6415106,-96713,4635533,carnicería mucha chicha,178
POINT (-0.8686991 41.6414254),Frutería Tú Eliges,greengrocer,,,,,,Calle del Monasterio de Poblet,33,,,,,-0.8686991,41.6414254,-96704,4635523,frutería tú eliges,178
POINT (-0.8694085 41.641226),Cristalería Europa,hardware,,,,,,Calle Privilegio de la Unión,58,,,,,-0.8694085,41.641226,-96783,4635501,cristalería europa,178
POINT (-0.869599 41.6412691),Cervecería La Maña,,cafe,,,,,Calle Privilegio de la Unión,52,,,,,-0.869599,41.6412691,-96804,4635506,cervecería la maña,178
POINT (-0.8697183 41.6413222),Desafío 73,,cafe,,,,,Calle Privilegio de la Unión,52,,,,,-0.8697183,41.6413222,-96817,4635512,desafío 73,178
POINT (-0.8699799 41.6414124),Santos,,bar,,,,,Calle Privilegio de la Unión,48,,,,,-0.8699799,41.6414124,-96846,4635522,santos,178
POINT (-0.869945 41.6415376),Foto Luis,photo,,,,,,Calle Privilegio de la Unión,53,,,,,-0.869945,41.6415376,-96842,4635536,foto luis,178
POINT (-0.8700818 41.6414635),Teranga,pet,,,,,,Calle Privilegio de la Unión,48,,,,,-0.8700818,41.6414635,-96858,4635528,teranga,178
POINT (-0.8707938 41.6418316),Pastelería Nava,bakery,,,,,,Calle Privilegio de la Unión,37,,,,,-0.8707938,41.6418316,-96937,4635569,pastelería nava,178
POINT (-0.8710997 41.6419375),Unión 31,,bar,,,,,Calle Privilegio de la Unión,31,,,,,-0.8710997,41.6419375,-96971,4635580,unión 31,-1
POINT (-0.8713719 41.6420257),ONG Fraternidad sin Fronteras,,,,,association,,Calle Privilegio de la Unión,27,,,,,-0.8713719,41.6420257,-97001,4635590,ong fraternidad sin fronteras,181
POINT (-0.8715798 41.6421059),Electroauto,car_repair,,,,,,Calle Privilegio de la Unión,23,,,,,-0.8715798,41.6421059,-97024,4635599,electroauto,181
POINT (-0.8716764 41.642135),Cuni Esme,kitchen,,,,,,Calle Privilegio de la Unión,21,,,,,-0.8716764,41.642135,-97035,4635602,cuni esme,181
POINT (-0.8718118 41.6420468),Bimesa,,,,,company,,Calle Privilegio de la Unión,18,,,,,-0.8718118,41.6420468,-97050,4635593,bimesa,181
POINT (-0.871899 41.6420799),Unión Asesores,,,,,accountant,,Calle Privilegio de la Unión,18,,,,,-0.871899,41.6420799,-97060,4635596,unión asesores,-1
POINT (-0.8720304 41.6421199),Esther Calvo,hairdresser,,,,,,Calle Privilegio de la Unión,16,,,,,-0.8720304,41.6421199,-97074,4635601,esther calvo,181
POINT (-0.8724716 41.6421841),Sol,,cafe,,,,,Calle Monasterio de Samos,11,,,,,-0.8724716,41.6421841,-97124,4635608,sol,-1
POINT (-0.8726299 41.6423274),Locutorio Intertropical,,bureau_de_change,,,,,Calle Privilegio de la Unión,6,,,,,-0.8726299,41.6423274,-97141,4635624,locutorio intertropical,191
POINT (-0.8725333 41.6424356),Envases Comercial Fusté,,,,,company,,Calle Privilegio de la Unión,3,,,,,-0.8725333,41.6424356,-97130,4635636,envases comercial fusté,-1
POINT (-0.8726218 41.6424587),Ciclos Rubio,bicycle,,,,,,Calle Privilegio de la Unión,3,,,,,-0.8726218,41.6424587,-97140,4635639,ciclos rubio,-1
POINT (-0.8728243 41.6423996),Ferretería Unión Cadena,,,,,accountant,,Calle Privilegio de la Unión,2,,,,,-0.8728243,41.6423996,-97163,4635632,ferretería unión cadena,191
POINT (-0.8726755 41.6424817),Carlos Sebastián,,,,,accountant,,Calle Privilegio de la Unión,1,,,,,-0.8726755,41.6424817,-97146,4635641,carlos sebastián,-1
POINT (-0.8729444 41.642388),Copito,,cafe,,,,,Avenida de San José,55,,,,,-0.8729444,41.642388,-97176,4635631,copito,191
POINT (-0.8729491 41.642369),Karia Bolsos,clothes,,,,,,Avenida de San José,55,,,,,-0.8729491,41.642369,-97177,4635629,karia bolsos,191
POINT (-0.87299 41.6422357),Peluquerías Due,hairdresser,,,,,,Avenida de San José,59,,,,,-0.87299,41.6422357,-97181,4635614,peluquerías due,191
POINT (-0.8691848 41.6400598),Café Mikado,,cafe,,,,,Calle Luis Braille,30,,,,,-0.8691848,41.6400598,-96758,4635371,café mikado,-1
POINT (-0.8691368 41.6405934),Reparación de calzado,car_repair,,,,,,Camino Cabaldós,60,,,,,-0.8691368,41.6405934,-96752,4635431,reparación de calzado,-1
POINT (-0.8691567 41.6406652),Abogados Valero Bielsa,,,,,lawyer,,Camino Cabaldós,60,,,,,-0.8691567,41.6406652,-96755,4635439,abogados valero bielsa,-1
POINT (-0.8691716 41.6407556),Viajes Noe Travel,travel_agency,,,,,,Camino Cabaldós,60,,,,,-0.8691716,41.6407556,-96756,4635449,viajes noe travel,-1
POINT (-0.8692582 41.6408339),Cecauto Serviato,car_repair,,,,,,Camino Cabaldós,60,,,,,-0.8692582,41.6408339,-96766,4635458,cecauto serviato,-1
POINT (-0.8684193 41.6414883),Inmobiliaria Habitale,,,,,estate_agent,,Calle del Hermano Adolfo,4,,,,,-0.8684193,41.6414883,-96672,4635530,inmobiliaria habitale,178
POINT (-0.8683009 41.6415505),Zapaterías Carlos Reula,shoes,,,,,,Calle del Hermano Adolfo,2,,,,,-0.8683009,41.6415505,-96659,4635537,zapaterías carlos reula,178
POINT (-0.8681648 41.6416199),Mundo Moda,clothes,,,,,,Calle del Hermano Adolfo,2,,,,,-0.8681648,41.6416199,-96644,4635545,mundo moda,178
POINT (-0.8672107 41.6412227),Peluquería Miral,hairdresser,,,,,,Calle Miguel Servet,97,,,,,-0.8672107,41.6412227,-96538,4635501,peluquería miral,178
POINT (-0.8672411 41.6412538),Pastelería Aragón,bakery,,,,,,Calle Miguel Servet,87,,,,,-0.8672411,41.6412538,-96541,4635504,pastelería aragón,178
POINT (-0.8672667 41.6412933),Kutxabank,,bank,,,,,Calle Miguel Servet,97,,Kutxabank,,,-0.8672667,41.6412933,-96544,4635509,kutxabank,178
POINT (-0.8675276 41.641578),Frutas Ramírez,greengrocer,,,,,,Calle Miguel Servet,87,,,,,-0.8675276,41.641578,-96573,4635540,frutas ramírez,178
POINT (-0.867755 41.6418185),Bazar La Princesa,yes,,,,,,Calle Miguel Servet,81,,,,,-0.867755,41.6418185,-96598,4635567,bazar la princesa,178
POINT (-0.8677902 41.6418664),Estilistas Isabel Lobera,hairdresser,,,,,,Calle Miguel Servet,81,,,,,-0.8677902,41.6418664,-96602,4635573,estilistas isabel lobera,178
POINT (-0.867835 41.6419106),Carnicerías Servet,butcher,,,,,,Calle Miguel Servet,81,,,,,-0.867835,41.6419106,-96607,4635577,carnicerías servet,178
