param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,amenity_rel_school,amenity_rel_restaurant,shop_rel_convenience,shop_rel_hairdresser,shop_rel_bakery,amenity_rel_community_centre,amenity_rel_bank,amenity_rel_library,amenity_rel_bar,amenity_rel_pharmacy,amenity_rel_atm,amenity_rel_pub,amenity_rel_cafe,amenity_rel_clinic,shop_rel_butcher,shop_rel_funeral_directors,amenity_rel_post_office,amenity_rel_taxi,amenity_rel_veterinary,amenity_rel_arts_centre,amenity_rel_post_box,shop_rel_confectionery,amenity_rel_car_rental,shop_rel_car_repair,shop_rel_outdoor,shop_rel_wholesale,amenity_rel_vehicle_inspection,shop_rel_seafood,shop_rel_supermarket,amenity_rel_doctors,shop_rel_department_store,shop_rel_car,shop_rel_shoes,shop_rel_firearm_shop,shop_rel_mall,shop_rel_tyres,amenity_rel_fast_food,amenity_rel_cinema,amenity_rel_charging_station,amenity_rel_hospital,shop_rel_hardware,shop_rel_furniture,shop_rel_clothes,shop_rel_motorcycle,shop_rel_doityourself,shop_rel_sports,shop_rel_car_parts,shop_rel_variety_store,shop_rel_lighting,shop_rel_copyshop,shop_rel_beverages,shop_rel_yes,shop_rel_toys,shop_rel_signs,shop_rel_watches,shop_rel_garden_centre,shop_rel_florist,shop_rel_pet,shop_rel_laundry,shop_rel_interior_decoration,shop_rel_stationery,amenity_rel_dentist,shop_rel_electronics,shop_rel_optician,shop_rel_kitchen,shop_rel_gift,shop_rel_computer,shop_rel_beauty,shop_rel_greengrocer,shop_rel_mobile_phone,shop_rel_jewelry,shop_rel_cosmetics,shop_rel_hairdresser_supply,shop_rel_fashion_accessories,shop_rel_video_games,shop_rel_dry_cleaning,shop_rel_lottery,shop_rel_mobile_phone_accessories,shop_rel_tobacco,amenity_rel_language_school,shop_rel_window_blind,shop_rel_ticket,amenity_rel_biergarten,shop_rel_games,shop_rel_bicycle,shop_rel_deli,amenity_rel_theatre,shop_rel_travel_agency,shop_rel_herbalist,shop_rel_vacant,amenity_rel_college,amenity_rel_university,shop_rel_car_repair;car,shop_rel_chemist,amenity_rel_police,amenity_rel_studio,amenity_rel_car_sharing,shop_rel_trade,shop_rel_paint,shop_rel_fabric,shop_rel_books,shop_rel_massage,shop_rel_storage_rental,shop_rel_general,shop_rel_photo,shop_rel_tattoo,shop_rel_gas,shop_rel_builder,shop_rel_shoe_repair,shop_rel_cannabis,shop_rel_coffee,shop_rel_repair,shop_rel_musical_instrument,shop_rel_sewing,shop_rel_antiques,amenity_rel_parcel_locker,shop_rel_doors,shop_rel_perfumery,amenity_rel_gym,shop_rel_medical_supply,shop_rel_pastry,shop_rel_tailor,amenity_rel_events_venue,shop_rel_curtain,shop_rel_bag,shop_rel_hearing_aids,shop_rel_beer,shop_rel_frame,shop_rel_art,shop_rel_wine,shop_rel_brewing_supplies,shop_rel_tea,shop_rel_pawnbroker,shop_rel_second_hand,shop_rel_weapons,shop_rel_craft,shop_rel_bed,shop_rel_appliance,shop_rel_nutrition_supplements,shop_rel_pottery,amenity_rel_payment_centre,shop_rel_newsagent,amenity_rel_place_of_worship,shop_rel_kiosk,shop_rel_pet_grooming,shop_rel_locksmith,amenity_rel_marketplace,shop_rel_estate_agent,shop_rel_boutique,shop_rel_party,shop_rel_electrical,amenity_rel_bureau_de_change,shop_rel_houseware,shop_rel_carpet,amenity_rel_money_transfer,shop_rel_nuts,shop_rel_electronic_parts,shop_rel_video,shop_rel_health_food,shop_rel_hifi,shop_rel_erotic,shop_rel_music,shop_rel_collector,shop_rel_beauty;travel_agency,shop_rel_clock,shop_rel_rental,shop_rel_charity,shop_rel_baby_goods,shop_rel_grocery,shop_rel_bathroom_furnishing,shop_rel_chocolate,shop_rel_dairy,amenity_rel_payment_terminal
Zaragoza_hdbscan_5_5,96,6,-0.8809364166666667,41.62700615000001,-0.8808636999999999,41.6271367,9.573381799982332e-07,6267377.741072725,0.0004339733415592183,0.0008509659390671439,0.0004046387665423141,0.0003125088625409307,Yes,,,0.167,0.167,,,,,,0.167,,0.167,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,97,9,-0.8652152951626174,41.64284028898804,-0.8651941604470164,41.6426037,1.6793495258689812e-06,5359217.876542372,0.0006504477890704919,0.0013158403483176056,0.0002635197356034868,0.000659906311827696,Yes,0.111,0.222,,,,0.111,0.111,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,98,57,-0.863161222875946,41.64668309840676,-0.863351,41.6466824,3.191996671623818e-05,1785716.147724027,0.001827437084280543,0.0042487684516981,0.0014112424008297308,0.001418248695630859,Yes,0.053,0.228,0.053,0.035,0.018,,,,,0.105,,0.018,0.053,0.018,,,,0.018,,,,0.018,,,,,,,0.123,,,,0.018,,,,0.018,,,,0.018,,0.035,,,0.018,,,,,,,0.018,,,,,,,,0.018,0.018,,,,,,,0.018,0.018,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,99,10,-0.92098689,41.64887099,-0.9211370000000001,41.64892915,5.914544999968859e-07,16907471.327131085,0.0003101933151228446,0.0007417882286737206,0.00029732332720457984,0.00021598889994609545,Yes,,,,,0.1,,0.1,,,0.1,,,0.2,,,,,,0.1,,0.1,,,,,,,,0.1,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,100,6,-0.8757753166666666,41.62741571666666,-0.87585215,41.627189,6.989560199992106e-07,8584231.093691383,0.00048624064855722966,0.0006587881353147659,0.00029940786794753634,0.00040914649135590436,Yes,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,101,36,-0.8773413726035064,41.62532462603484,-0.87721545,41.625493000000006,7.746139434268464e-06,4647476.372648047,0.0008579171861326101,0.001835208763695449,0.0008309071218503659,0.0004934269673231559,Yes,0.028,,0.028,0.083,0.056,,0.056,,,0.056,,0.111,0.083,,0.028,,,0.028,,,0.028,0.028,,,,,,0.028,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,0.028,,0.028,,,,,0.056,,,,,,,0.028,0.028,,0.028,,,,,,,,,,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,102,8,-0.8704550326904512,41.63611374847589,-0.87040875,41.636187432144936,3.939359913216921e-06,2030786.7715156593,0.0007575380742535597,0.0015459346203368985,0.0005553239031116653,0.0006431548346092247,No,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,103,6,-0.9031617438936195,41.64366959883092,-0.9033203816808586,41.643673199999995,2.1993068927870447e-06,2728132.2218731255,0.0006664059508025962,0.000975793316370596,0.0004218761415943248,0.0005699327470085399,No,0.167,,,,,,,0.167,,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,0.167,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,104,9,-0.9103313444444444,41.654803199999996,-0.9103088,41.6547185,3.3821064000012804e-06,2661063.5312941642,0.001012343504575342,0.0014276430610486244,0.00039482597041429256,0.0009993927778631883,No,0.111,0.111,,,,,,,0.111,0.111,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,105,5,-0.8904105631775941,41.63254912745846,-0.8902598,41.63237253476797,2.7243499272313373e-06,1835300.2123634417,0.0007436542621402852,0.0013810108963886005,0.0005937606794773392,0.000575402721373221,Yes,0.2,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,106,5,-0.8932518799999999,41.650669900000004,-0.8934629,41.6505678,1.217372079995335e-06,4107207.715835868,0.0005114674888296896,0.0008599624784844404,0.00048812312135359815,0.00030694633407127975,Yes,,,,0.2,,,,,,,,0.2,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,107,25,-0.899805651868347,41.6611626555133,-0.9001976,41.6610547,1.5137576669491306e-05,1651519.2983554427,0.0015452601885281717,0.003590678505548699,0.0016210161907547968,0.0007057007343562557,Yes,,0.2,,0.04,,0.04,,0.04,,0.08,,0.04,,,0.04,,,0.04,,,,0.04,,,,,,,0.08,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,0.04,,,,,0.04,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,108,9,-0.9216549500865734,41.65204917048808,-0.9214877,41.6520562,5.535100899974285e-07,16259866.193300674,0.00037349022150710625,0.0005813463009443549,0.0003471602697169679,0.00019095861273306936,Yes,,,,0.111,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,109,32,-0.9255897358609189,41.651571184173974,-0.92548215,41.65155465,5.883321691698678e-06,5439104.247036459,0.0008223008658671376,0.002482044748886221,0.0010312450167417676,0.0002107276732343003,Yes,0.062,,0.031,0.094,0.062,,0.031,,0.031,0.062,,,0.125,,0.031,,,,,,,0.031,,,,,,,,,,,,,,,0.031,,,,,,0.062,,,,,,,,,,,,,,,,0.031,,0.031,,,,0.031,,,,,,,,,,,,0.031,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,110,9,-0.8706253111111112,41.648789988888886,-0.8705943,41.6487061,6.368074299997598e-07,14133000.929344362,0.0003164649272360543,0.0008910421852011069,0.00018899655167016322,0.0003396102846386261,Yes,,0.222,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,0.111,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,111,14,-0.8702330250901421,41.650928144282716,-0.8703511851925184,41.65089545541579,2.9973905313579323e-06,4670729.373945632,0.0007049510417550241,0.0013927064706167039,0.0007247230857965498,0.0002935672677406633,Yes,,0.143,,,,,,0.214,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,112,13,-0.9016538923076923,41.639439284615385,-0.9017503,41.6394465,1.5144740000018897e-06,8583838.349145498,0.00038903113758130374,0.0011944361760931493,0.00027018730671528237,0.0004196575780807294,Yes,,0.077,0.154,0.154,,,,,,0.077,,0.077,,0.077,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,113,7,-0.9008859571428571,41.65044745714285,-0.9009971,41.6504188,9.89899519998709e-07,7071424.784617665,0.00036618449739999156,0.0008932575692949878,0.00037762790778050995,0.00023980804738694755,Yes,,0.286,,,,,,,,0.286,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,114,13,-0.8922993384615385,41.63642656153847,-0.8922864,41.636361,1.5847635999968632e-06,8203116.22504816,0.00045071063925939986,0.0009387680355062941,0.0004568823809900923,0.0002794228076654422,Yes,,0.154,,,,,,,0.077,0.077,,,0.077,,,,,0.077,,,0.077,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,0.077,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,115,10,-0.9046670919649589,41.63671168544992,-0.9046290492971198,41.636548149999996,3.1237523339702087e-06,3201278.1203080392,0.000659543144327249,0.0012634827946663941,0.0005844987375350741,0.0004481084573044817,Yes,,0.1,,0.1,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,116,7,-0.8829345285714286,41.63235411428571,-0.8827735,41.6323346,4.1921157000122077e-07,16698012.414064849,0.0003399785334041354,0.00042787102314639845,0.0002482029740484959,0.00024160890137798225,Yes,,,,,,,,,,0.143,,0.143,0.286,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,117,23,-0.9068717262860406,41.6447538383414,-0.9071411,41.6447518,6.868206641195673e-06,3348763.5421516635,0.0009055240277089281,0.002074969655769835,0.0006987402707372147,0.0007418923718105442,Yes,,0.13,,0.087,0.043,,,,,0.087,,,0.13,,,,,,0.043,,0.043,,,,,,,,,,,,,,,,,,0.043,,,,,,,,,,,,,0.087,,,,,,,,,0.043,,,,,,,,,,,,,,,,,,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043,,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,118,6,-0.9073423166666666,41.642857916666664,-0.90741,41.64291035,6.3797075999898e-07,9404819.74441837,0.0003811171354062382,0.0006469754404599228,0.00030393083323167625,0.00027575245188861635,No,0.167,,,,,,0.167,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,119,6,-0.90084905,41.65244091666666,-0.9008636000000001,41.6524326,2.6744349999982483e-07,22434645.074581847,0.00018495733646037554,0.00040826588081812525,0.00011863266483843795,0.00020719335910121542,Yes,,0.167,0.167,,,,,,,0.167,,,,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,120,10,-0.8795296006143196,41.632699328091334,-0.87938125,41.63266035,2.3717894050451616e-06,4216225.934194857,0.0005590539359454813,0.0015755572480637267,0.0006804644229946913,0.0002636784926283449,Yes,,,0.2,0.1,,,,,,0.2,,,0.2,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,121,9,-0.8998150059399228,41.63729655559649,-0.8998298,41.6372431,1.5230404305529592e-06,5909232.492752957,0.0004908361160307161,0.0009759046838414301,0.000301964194587865,0.0004470231986261817,Yes,,0.111,,,,,,,,,0.111,,0.111,,,,,,,,,,,,,,,,0.111,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,122,9,-0.9083670444444445,41.64854076666666,-0.9083709,41.6484687,5.92631590004584e-07,15186500.604752414,0.00029285290891878466,0.0005652719176380157,0.00017877543400160882,0.00028554685935876196,Yes,,0.222,,0.111,,,0.111,,0.111,,,,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,123,6,-0.9075998309238028,41.64713903195608,-0.9076166599762872,41.64711511626796,3.933325425359784e-07,15254267.956868012,0.00028612396920090773,0.0004453097828842108,0.0001998700538996316,0.0002320712774899588,No,,0.333,,,,0.167,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,124,6,-0.9136175666666667,41.640658116666664,-0.913771,41.64080185,1.145886039995998e-06,5236122.782350115,0.00047399189974121187,0.0009334981439306746,0.0003911721814694097,0.00036000208988446456,No,,,,,,,0.167,,,,,,0.167,,,,,,,,,,,,,,,,,0.167,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,125,9,-0.9109342777777777,41.64513350000001,-0.9110005,41.6451362,1.8350991999776985e-07,49043670.22834174,0.00021964487014362164,0.00040747797410740265,0.00022406519278390344,8.610004516651603e-05,Yes,,,,0.333,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,0.111,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,126,13,-0.9150748281460312,41.64356458959599,-0.9151027,41.6434946,1.344078230735091e-06,9672056.062458625,0.0004317032312576233,0.0008908253520162953,0.00026557622505601035,0.0004000319342733442,Yes,,,,0.077,,,0.077,,,0.077,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,0.077,,,,0.154,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,127,9,-0.9066608923942415,41.63821352365929,-0.906592,41.6382172,1.2214048876491158e-06,7368563.930772081,0.00039121170883074056,0.0008960796204683021,0.00041302505694959713,0.00021558950666887577,Yes,,0.111,,0.111,,,0.111,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,128,12,-0.9063575308189055,41.655682467272925,-0.9063107668771468,41.655689429667746,1.6440106779749319e-06,7299222.663676019,0.0006116380846073256,0.0009399674997121564,0.00028866882015452454,0.0005722492545832638,Yes,,,,0.083,,0.083,0.083,,,0.083,,,0.167,0.083,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,129,18,-0.9088554333333333,41.652353766666664,-0.9088893,41.6523606,1.2082623800018165e-06,14897426.500999674,0.0006112869010685514,0.001370392178255377,0.0006824070966480052,0.0001310988388791394,Yes,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,0.333,,,,,,,,,,,,,,,,,,0.056,,,,,,,,,0.111,,,,,,,,,0.056,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,,0.056,0.056,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,130,15,-0.90826174,41.640222253333334,-0.9082501,41.6402117,1.0392319600030496e-06,14433736.237245806,0.00046796768316623594,0.0012710278259942405,0.00020216056258990077,0.0005190358072010792,Yes,,0.333,,0.067,0.067,,0.2,,,0.067,,,,,0.067,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,131,11,-0.909039895007006,41.63996488788722,-0.9090344,41.6398277,9.07905180003508e-07,12115802.665601598,0.0004496183155612404,0.0007472441405078766,0.00022603916757559168,0.0004434173903008473,Yes,,0.182,,,,,,,,,0.091,0.091,0.091,,,,,,,,,,,,,,,,0.091,,,,,,0.091,,0.091,0.091,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,132,35,-0.903490282857143,41.65540050857143,-0.9034061,41.6556547,5.4912743800104e-06,6373748.164434958,0.0009153626857087032,0.0017000393418419686,0.0008776556309642579,0.0005093783591635852,Yes,,0.057,,0.086,,,,,,0.029,,0.029,0.229,,0.029,,,,,,0.029,,,0.143,,,,,,,,,0.029,,,,,,,,,,,0.029,0.029,,,,,,0.029,,,,,,,,0.029,,,0.029,,,,,,,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,133,9,-0.8986934666666665,41.65476473333334,-0.8986056,41.6547919,4.774743900029222e-07,18849178.48671406,0.0003179185927208942,0.0006655357908417145,0.0003428611866825024,0.0001291764684456868,Yes,,,,,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,0.111,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
