param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_convenience,amenity_rel_pharmacy,amenity_rel_post_box,amenity_rel_cafe,amenity_rel_school,amenity_rel_doctors,amenity_rel_restaurant,shop_rel_kiosk,amenity_rel_community_centre,shop_rel_bakery,shop_rel_supermarket,amenity_rel_pub,amenity_rel_bank,amenity_rel_library,shop_rel_tobacco,shop_rel_hardware,shop_rel_appliance,shop_rel_hairdresser,amenity_rel_bench,amenity_rel_veterinary,amenity_rel_clinic,amenity_rel_taxi,shop_rel_frozen_food,shop_rel_electrical,shop_rel_car,shop_rel_truck,shop_rel_caravan,shop_rel_tyres,amenity_rel_car_rental,amenity_rel_charging_station,amenity_rel_post_office,amenity_rel_dentist,shop_rel_greengrocer,shop_rel_butcher,amenity_rel_bar,amenity_rel_fast_food,shop_rel_copyshop,shop_rel_beauty,shop_rel_dry_cleaning,shop_rel_florist,amenity_rel_college,amenity_rel_hospital,shop_rel_confectionery,shop_rel_furniture,shop_rel_optician,shop_rel_bed,shop_rel_curtain,shop_rel_kitchen,shop_rel_electronics,amenity_rel_atm,shop_rel_doityourself,shop_rel_sports,shop_rel_fabric,shop_rel_car_repair,amenity_rel_cinema,shop_rel_bicycle,shop_rel_pastry,shop_rel_shoes,shop_rel_clothes,shop_rel_trade,shop_rel_laundry,amenity_rel_theatre,shop_rel_boutique,shop_rel_travel_agency,shop_rel_alcohol,shop_rel_bathroom_furnishing,shop_rel_bag,shop_rel_cosmetics,shop_rel_jewelry,shop_rel_mobile_phone,shop_rel_interior_decoration,shop_rel_variety_store,shop_rel_houseware,shop_rel_fashion_accessories,shop_rel_mall,shop_rel_gift,shop_rel_wine,amenity_rel_bureau_de_change,shop_rel_garden_centre,amenity_rel_research_institute,shop_rel_newsagent,shop_rel_books,shop_rel_toys,shop_rel_deli,shop_rel_stationery,shop_rel_motorcycle,shop_rel_car_parts,shop_rel_coffee,shop_rel_pet,shop_rel_boat,shop_rel_lottery,shop_rel_fuel,shop_rel_nutrition_supplements,shop_rel_party,shop_rel_second_hand,shop_rel_yes,shop_rel_paint,shop_rel_shoe_repair,shop_rel_model,amenity_rel_events_venue,shop_rel_pet_grooming,amenity_rel_language_school,shop_rel_computer,shop_rel_seafood,shop_rel_beverages,shop_rel_department_store,amenity_rel_university,shop_rel_bookmaker,shop_rel_funeral_directors,shop_rel_telecommunication,amenity_rel_telephone,shop_rel_watches,shop_rel_locksmith,shop_rel_e-cigarette,shop_rel_perfumery,shop_rel_chemist,shop_rel_health_food,shop_rel_ticket,shop_rel_tailor,amenity_rel_social_facility,shop_rel_medical_supply,shop_rel_lighting,amenity_rel_music_school,amenity_rel_arts_centre,shop_rel_haberdashery,shop_rel_tattoo,shop_rel_charity,shop_rel_storage_rental,shop_rel_frame,shop_rel_massage,shop_rel_photo,shop_rel_herbalist,shop_rel_hvac,shop_rel_art,shop_rel_general,shop_rel_musical_instrument,shop_rel_vacant,shop_rel_window_blind,shop_rel_grocery,shop_rel_sewing,amenity_rel_place_of_worship,shop_rel_music,amenity_rel_marketplace,shop_rel_gas,shop_rel_new_age,shop_rel_video_games,shop_rel_erotic,shop_rel_antiques,shop_rel_religion,shop_rel_collector,shop_rel_tea,shop_rel_craft,shop_rel_tiles,shop_rel_orthopedics,shop_rel_religion;candles,shop_rel_esoteric,shop_rel_locksmith;shoe_repair,shop_rel_camera,shop_rel_anime,shop_rel_repair,shop_rel_weapons,shop_rel_motorcycle_repair,shop_rel_farm,shop_rel_hearing_aids,amenity_rel_exhibition_centre,amenity_rel_parcel_locker,amenity_rel_trade_school,amenity_rel_coworking_space,amenity_rel_public_bath
Malaga_hdbscan_5_5,0,8,-4.317989717729813,36.76997040543588,-4.320406483919108,36.770736400000004,0.00014519689147582987,55097.598293498704,0.003992997871665163,0.01548773709277932,0.005337917434688046,0.002571280113379875,Yes,0.125,0.25,0.125,0.125,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,1,14,-4.375980713788461,36.80761829076551,-4.37862835,36.81095633689796,0.0021750303503798893,6436.691790325946,0.01757913224150905,0.03842352928818008,0.009820611669492248,0.017115670909994607,No,,,,,,,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,2,7,-4.548108766097502,36.70848048893581,-4.549608419811922,36.70902411202815,2.0225333107379977e-05,346100.60377427284,0.002361276393378455,0.004052379454629486,0.0023137971140653325,0.001245823453898357,Yes,,0.143,0.143,,0.143,,,0.143,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,3,15,-4.567079822707282,36.732777953877914,-4.567768602842505,36.7328951,1.819264568706243e-05,824508.9943496862,0.0015570042069315904,0.004838492885059837,0.001624197543871099,0.0008858594238868044,Yes,,0.067,,,0.067,0.067,0.067,,0.067,0.133,0.067,0.067,0.067,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,4,23,-4.537007746744629,36.722966747710096,-4.537372,36.7228202,3.0739112865335206e-05,748232.3937180804,0.001674906752097416,0.004674389745517946,0.0017408700405683927,0.001014473634028262,Yes,,0.043,,,0.087,,0.043,0.087,,,,,0.043,,0.087,0.043,0.043,0.043,0.043,0.043,0.043,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,5,20,-4.514315743410628,36.7080224062867,-4.5158778,36.70737926696839,0.0003278937661736216,60995.365155584834,0.00576755723579188,0.013260730874666603,0.004870862328347918,0.004158988294850066,Yes,,,,,0.05,,,,0.1,,,,,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,6,6,-4.548123354199009,36.7363791154576,-4.54788475,36.73618999999999,5.19351669417466e-06,1155286.5530845288,0.0009723198025319016,0.0018912206170975175,0.0008997571785014435,0.0006685776948521866,No,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,7,40,-4.555593018092103,36.73674765536826,-4.555897481787953,36.73696305,3.876900192996035e-05,1031752.1217663421,0.002383533556591169,0.003952419621284993,0.001792333829359094,0.0017705192219471695,No,,,,,,,0.1,,,,,,,,,,,,,,,0.025,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,8,8,-4.544818531855505,36.727818955390916,-4.54488445,36.72788854265991,5.508511763982831e-07,14522978.878447095,0.00041245626743074217,0.0006794123530782335,0.00039983215892771656,0.00017014737814762614,No,,,,,,,,,0.125,,,,0.125,0.125,,,,,,,,,,,,,,,,,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,9,7,-4.474082229807355,36.650525818146185,-4.4739872,36.65149131446218,5.977542496321768e-06,1171049.8092330405,0.0015975451872719463,0.0031790719734056945,0.000365552795183034,0.0017609696166980308,No,,,,0.143,,,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,10,18,-4.54787163275785,36.72848344981916,-4.548163230306018,36.72860695,3.1920451428806167e-06,5639017.994512493,0.0007182597363605568,0.0014458081614420288,0.0007579644569509299,0.00030803672132489107,Yes,0.056,,,0.056,0.056,,0.222,0.056,0.056,,,,0.056,,,,,0.056,,,,,,,,,,,,,,,0.056,0.056,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,11,8,-4.5478822625,36.729851125,-4.54781995,36.729825399999996,5.449046399978862e-07,14681467.935437353,0.00026871209181223804,0.0007965412902232651,0.0003252783190497153,0.0001427502692642203,Yes,,,,0.125,,,0.125,,,,,0.125,,,,,,0.125,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,12,21,-4.381117563383143,36.73754908254822,-4.3808744,36.7377228,3.634808419342345e-05,577747.0935813333,0.0009789658502385515,0.007013537553070918,0.000822379676860793,0.0016212380186696586,Yes,,0.048,,,0.048,,0.19,,,,0.048,,,,,0.048,,,,,,,,,,,,,,,,0.048,,,,0.095,0.048,0.048,0.048,0.048,0.048,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,13,19,-4.4622009770967095,36.66453644166717,-4.461797216834807,36.66439589255058,5.411666223192937e-05,351093.34567921323,0.0027762569255295848,0.006254718198529176,0.002818413590351236,0.0013450758426939247,Yes,,0.053,0.053,0.053,,,0.316,,,,0.053,0.053,,,,,,0.053,,0.053,,0.053,,,,,,,,,,,,,,,,0.053,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,14,14,-4.482234846559557,36.65925524720279,-4.4818146,36.6593942,9.07820934865471e-06,1542154.3458980317,0.001032337408143412,0.0029163388881214645,0.0009144630184262956,0.0007686758856404251,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,0.071,,,,,,,,0.429,0.071,0.071,0.071,0.071,0.071,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,15,30,-4.47236337728216,36.66779710820401,-4.4722650357548215,36.667951366805504,3.322961138590944e-05,902809.2339569487,0.002217331857818737,0.005378462728983762,0.002412002812577793,0.0007843729906833296,Yes,0.033,,0.033,0.033,0.033,,0.1,,0.067,,0.033,,,,,,,,,,,,,,0.033,,,,0.033,0.267,,,,,,0.033,,,,,,,,,,,,0.033,,,0.033,0.033,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,16,11,-4.488061642896115,36.694111928918794,-4.4884728,36.6933332,3.863188945334672e-05,284738.8557912499,0.0028893999926832004,0.004138806312321376,0.0019816384764526295,0.0021813941265896746,Yes,,,0.091,0.091,,,,0.091,,,,,,,,0.091,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,17,71,-4.483103392017776,36.738733117946154,-4.481827,36.7390342,0.00031196982236614994,227586.11541814246,0.0050267293663648766,0.012863310606344377,0.004433614562430983,0.003920985632200475,Yes,,0.056,0.014,,0.113,0.014,0.056,0.014,0.028,0.028,0.056,,0.014,0.014,,0.014,,,,,0.014,0.014,,0.014,,,,,,0.014,0.014,,,,,,,,,0.014,,,,,,,,,,,,,,,,0.014,0.014,0.014,0.014,0.014,0.014,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,18,14,-4.50841767277417,36.672826724635925,-4.508819893071113,36.67269473543242,1.4752242901019635e-05,949008.2351499485,0.0014175709817054302,0.002888118184950925,0.0009566457568677665,0.0012072922573754465,Yes,,0.071,,,0.071,,,0.071,,,0.071,0.143,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,0.071,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,19,7,-4.476216514285714,36.66024395714286,-4.4761371,36.659908,9.327833200005874e-07,7504422.356089721,0.00046030220390311976,0.0010223873059968462,0.00020769661547934248,0.0004925477463651853,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,20,83,-4.47754057912612,36.65743648034879,-4.4774882,36.6574583,1.563276292075557e-05,5309362.165903581,0.001166978135621479,0.0026962513357696584,0.0008967129598823516,0.0009116168585435988,Yes,,0.012,0.012,0.012,,,0.036,,,,0.012,,,,,,,0.012,,,,0.012,,,,,,,,0.024,,,,,,0.084,,,,,,,,,0.024,,,,0.024,0.024,,0.024,,,0.012,,,0.06,0.446,,,,,,,,0.024,0.024,0.024,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,21,9,-4.511017420095778,36.66744021390835,-4.511044633188923,36.66746654543747,1.920181611477083e-05,468705.6654540519,0.001756992864910182,0.0037560222323173055,0.0016863642762044203,0.0011592451355435524,Yes,,0.222,,,,,0.111,,0.111,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,22,13,-4.414363168092236,36.70766462451058,-4.4144164,36.7077923,2.017291875383823e-06,6444283.129592507,0.00043655898793782565,0.0014812249036463652,0.00030480177076943195,0.0004620490032734257,Yes,,,,,,,,,,,,,,,,,,,,,,0.154,,,,,,,0.077,,,,,,,,,,,,,,,,0.077,,,,,0.077,,0.077,,,,,,,,,,,,,,,,,,,,,,,,0.385,0.077,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,23,11,-4.499362367819423,36.66112484342781,-4.499309947782301,36.6613113,6.2305711250669676e-06,1765488.2320088705,0.0007566976140676449,0.0022651667531862108,0.0005880565394378497,0.0007546619763580387,Yes,,0.091,,,0.091,,,0.091,,0.091,0.091,0.091,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,24,10,-4.49783452043002,36.716545312367636,-4.49743312797081,36.7166869,2.2820616961071087e-05,438200.2474805418,0.0024709832139941036,0.0033927564215638683,0.0019515082933471352,0.0015807525606455276,Yes,,,,,,,,0.1,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,25,47,-4.492586865957447,36.67681070425531,-4.492667,36.676804,1.688921035999282e-05,2782841.766914909,0.0011743154886535029,0.0036903539354394346,0.0013573132413010872,0.0006226119169518712,Yes,0.021,0.021,0.021,0.064,,,0.064,,,,,,,,,,,,,,,,,,,,,,0.064,,,,,,,0.149,,,,,,,0.021,,0.021,,,,,0.085,,,,,,,,,0.191,,,,,,,,,,0.021,0.021,,,,,0.021,0.064,,0.021,,,0.043,0.021,0.021,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,26,15,-4.485585715821097,36.67435811353254,-4.485365785826883,36.6742292,9.370837000015028e-06,1600710.800964305,0.001433570140215394,0.0024118673957774063,0.0013953836961106438,0.0007161546005129699,Yes,0.067,,,,,,0.133,,,,,,,,,,,,,,,0.2,,,,,,,0.4,0.067,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,27,27,-4.50377953306343,36.66341296335733,-4.503977083514799,36.6625021,2.9865829107288484e-05,904043.2094822003,0.0021406265583083298,0.004261684205583537,0.001254030280232079,0.0019233239254826046,Yes,,0.074,,0.037,0.037,,0.074,0.037,0.037,,0.111,,0.148,0.037,,0.074,,0.037,,,,,,,,,,,,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,,,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,28,13,-4.5031673713006874,36.6693594640045,-4.503063341529476,36.6693806383538,2.3703398048959563e-06,5484445.720882885,0.0005476135406831551,0.0012280918977541331,0.00034324628701456496,0.0005097056788886046,Yes,,0.077,0.154,,,,0.077,,,,,,0.154,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,29,10,-4.490339963897489,36.70828635011679,-4.489624540752708,36.70809715,5.121198710964211e-05,195266.7835089183,0.002761464076081662,0.0056185659989412,0.0021436559307890153,0.002149952475674018,Yes,0.1,,,0.1,0.2,,,0.1,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,30,9,-4.483704807427378,36.71256587612918,-4.4833653,36.71234752821736,3.099689734700185e-05,290351.6406576904,0.001803658675835124,0.003580010898749953,0.0014138641313707003,0.0016738532889121337,Yes,,,,,,,,,,,,0.111,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,31,6,-4.38131059517429,36.72614607909409,-4.38142075,36.7260343,2.4949233817098607e-06,2404883.4701641155,0.0006279767345384232,0.001526773244457546,0.00043677805811406545,0.0006337727899520281,Yes,,0.167,,,,,,,,,0.167,,0.167,,,,,,,,,0.167,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,32,11,-4.470246928303561,36.692376595935315,-4.47071789537136,36.692115,2.541841954594467e-05,432757.0398355067,0.0023887677271148574,0.004692425541618639,0.0023557540996022182,0.0010994128515645683,Yes,0.091,,,,,,,,,,,,,,,0.091,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,33,25,-4.350118625014514,36.71901366410443,-4.3502587,36.71825673198006,2.647699909545679e-05,944215.7666685788,0.0019541292962666464,0.003805465387271689,0.001158546710111228,0.001774773632932106,Yes,0.04,0.04,,0.04,0.08,,0.28,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,34,30,-4.469763656508369,36.6844777660485,-4.4701032000000005,36.684377749999996,5.430176265510394e-05,552468.253941297,0.0025686353895737753,0.005312946902890354,0.0023408838192462977,0.0014604373613476157,Yes,0.033,,0.033,0.033,,,0.033,,,,,,,,,,,,,0.067,,,,,0.167,,,,,,0.033,,,,,0.067,,,,,,,,0.1,,,,,,0.033,0.033,,,,0.033,,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,,,0.067,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,35,8,-4.381060759270801,36.72153275280016,-4.381092637083205,36.721667350000004,2.323371679991951e-06,3443271.719670662,0.0008133967217669432,0.0012709359387333126,0.0007520775358880875,0.0003831695415311892,Yes,,0.125,,,,,0.125,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,0.125,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,36,10,-4.372122276432213,36.72072241292771,-4.3719068,36.720674,8.757396109500123e-07,11418919.362516772,0.0005286971282064809,0.0018097485579382604,0.0006939235054877172,0.00011846523573197322,Yes,,,,,,,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,37,20,-4.376849036699886,36.721752376415026,-4.3769679,36.72172945,6.5192436399799474e-06,3067840.550911136,0.0011799575855868396,0.0024805635969454903,0.0011697704167823407,0.0005662496586561431,Yes,,0.1,0.05,0.05,,,0.2,0.05,0.05,,0.05,,,0.05,0.05,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,38,7,-4.359909142857143,36.723172757142855,-4.3599159,36.7230887,6.617052000017361e-07,10578729.01706324,0.00034321568236713763,0.0007517615803369086,0.00022306120785349842,0.0003215703293753712,Yes,,0.143,,,,,,,0.143,0.143,0.143,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
